,Unnamed: 0,AB,Age,BB,from,G,H,HR,OPS,PA,R,SB,SO,to,WAR,experience,names,Zero,Year_difference
14381,14381,9,30.168000000000003,0,2010,6,2,0,0.556,9,1,0,2,2010,-0.1,1,Max St. Pierre,0,0
14382,14382,265,28.153000000000002,8,2008,147,62,4,0.581,278,21,1,54,2010,-1.3,3,Nick Stavinoha,0,2
14383,14383,43,30.108,0,2005,54,5,1,0.365,45,7,2,10,2010,-0.5,4,Adam Stern,0,5
14384,14384,3,30.361,0,2006,96,2,0,1.3330000000000002,4,0,0,1,2010,0.2,5,Brian Stokes,0,4
14385,14385,0,25.136,0,2009,5,0,0,,0,0,0,0,2010,0.0,2,Tobi Stoner,0,1
14387,14387,1127,30.304000000000002,94,2005,476,305,10,0.708,1272,156,32,253,2010,0.9,6,Cory Sullivan,0,5
14388,14388,5,36.11,0,2003,42,0,0,0.0,6,0,0,3,2010,0.0,4,Brian Sweeney,0,7
14390,14390,2,27.162,0,2006,160,0,0,0.0,2,0,0,2,2010,0.1,4,Taylor Tankersley,0,4
14391,14391,2,32.098,1,2005,211,0,0,0.33299999999999996,6,0,0,0,2010,0.1,6,Jack Taschner,0,5
14393,14393,2412,28.141,136,2004,670,662,8,0.647,2644,358,195,390,2010,5.1,7,Willy Taveras,0,6
14394,14394,56,28.122,2,2005,178,10,0,0.385,71,3,1,27,2010,0.3,6,Brad Thompson,0,5
14395,14395,0,28.296,0,2007,10,0,0,,0,0,0,0,2010,0.0,3,Erick Threets,0,3
14396,14396,0,24.1,0,2009,1,0,0,,0,0,0,0,2010,0.0,2,Jess Todd,0,1
14397,14397,47,30.174,5,2008,39,12,2,0.774,52,7,0,20,2010,-0.1,3,Jonathan Van Every,0,2
14398,14398,188,31.340999999999998,3,2003,204,15,0,0.195,225,5,0,60,2010,-1.3,8,Claudio Vargas,0,7
14399,14399,0,23.131,0,2010,8,0,0,,0,0,0,0,2010,0.0,1,Henry Villar,0,0
14401,14401,12,34.035,1,2002,249,0,0,0.077,14,0,0,7,2010,0.0,8,Tyler Walker,0,8
14402,14402,101,31.336,6,2003,46,19,1,0.521,108,6,0,14,2010,-0.4,3,Matt Watson,0,7
14404,14404,140,31.343000000000004,2,2003,169,19,0,0.28300000000000003,166,7,0,68,2010,-0.5,8,Todd Wellemeyer,0,7
14405,14405,34,24.06,0,2009,21,2,0,0.147,38,2,0,21,2010,-0.3,2,Sean West,0,1
14406,14406,0,29.129,0,2007,6,0,0,,0,0,0,0,2010,0.1,3,Sean White,0,3
14408,14408,710,28.094,58,2006,344,183,17,0.7090000000000001,779,76,4,182,2010,-0.5,5,Delwyn Young,0,4
14410,14410,35,25.025,5,2010,20,7,0,0.557,42,4,1,7,2010,-0.2,1,Lance Zawadzki,0,0
14411,14411,0,25.230999999999998,0,2006,14,0,0,,0,0,0,0,2010,0.1,5,Joel Zumaya,0,4
14412,14412,0,26.171999999999997,0,2011,7,0,0,,0,0,0,0,2011,0.0,1,Juan Abreu,0,0
14413,14413,89,24.151,6,2011,29,25,0,0.659,96,9,0,25,2011,-0.3,1,Ryan Adams,0,0
14414,14414,591,32.218,17,2006,193,142,17,0.648,624,44,1,158,2011,0.0,6,Eliezer Alfonzo,0,5
14415,14415,133,33.083,8,2001,55,31,2,0.613,144,18,3,29,2011,-1.1,3,Erick Almonte,0,10
14416,14416,1408,33.231,112,2002,584,348,12,0.64,1570,173,49,223,2011,3.2,9,Alfredo Amezaga,0,9
14417,14417,79,26.018,12,2011,31,14,1,0.5589999999999999,95,12,11,13,2011,-0.4,1,Matt Angle,0,0
14418,14418,2,26.034000000000002,0,2007,40,0,0,0.0,2,0,0,1,2011,0.0,4,Jose Ascanio,0,4
14419,14419,2,25.289,0,2009,7,0,0,0.0,2,0,0,1,2011,0.0,3,Mitch Atkins,0,2
14420,14420,4,24.275,1,2009,12,1,0,0.65,5,1,0,1,2011,0.1,2,Bryan Augenstein,0,2
14421,14421,6,33.309,0,2001,152,1,0,0.33299999999999996,6,1,0,1,2011,0.3,10,Danys Baez,0,10
14422,14422,1778,33.171,175,2002,586,452,39,0.705,1981,162,1,299,2011,3.2,10,Josh Bard,0,9
14423,14423,71,23.206999999999997,3,2011,21,17,0,0.622,74,3,2,21,2011,-0.7,1,Joe Benson,0,0
14424,14424,2,26.351999999999997,0,2009,59,0,0,0.0,2,0,0,1,2011,0.0,3,Justin Berg,0,2
14426,14426,326,28.135,49,2008,130,68,10,0.695,382,34,4,113,2011,0.2,4,Brandon Boggs,0,3
14427,14427,574,28.081,39,2008,240,133,17,0.664,622,54,2,136,2011,-1.5,4,John Bowker,0,3
14428,14428,0,25.298000000000002,0,2011,0,0,0,,0,0,0,0,2011,0.0,1,Andrew Brackman,0,0
14429,14429,0,23.325,0,2010,65,0,0,,0,0,0,0,2011,0.0,2,Zach Braddock,0,1
14430,14430,4,27.246,0,2007,3,0,0,0.0,6,0,0,2,2011,0.0,5,Dallas Braden,0,4
14431,14431,3605,33.023,496,2000,1042,976,125,0.804,4181,541,88,817,2011,16.7,12,Milton Bradley,0,11
14433,14433,3,31.038,0,2004,119,0,0,0.0,3,0,0,2,2011,0.0,6,Yhency Brazoban,0,7
14434,14434,0,24.254,0,2011,11,0,0,,0,0,0,0,2011,0.0,1,Brian Broderick,0,0
14435,14435,43,29.0,2,2009,24,7,1,0.456,46,3,1,12,2011,-0.2,3,Dusty Brown,0,2
14436,14436,56,29.228,4,2006,147,5,0,0.239,65,0,0,22,2011,-0.2,5,Taylor Buchholz,0,5
14437,14437,1,27.301,0,2010,9,0,0,0.0,1,0,0,1,2011,0.0,2,Jay Buente,0,1
14438,14438,0,32.138000000000005,0,2005,18,0,0,,0,0,0,0,2011,0.1,7,Jason Bulger,0,6
14439,14439,5503,34.353,932,2000,1640,1393,292,0.8340000000000001,6520,767,7,1564,2011,18.8,12,Pat Burrell,0,11
14440,14440,30,30.173000000000002,0,2006,27,4,0,0.33299999999999996,33,0,0,16,2011,0.0,6,Brian Burres,0,5
14444,14444,3128,29.135,189,2004,847,847,104,0.755,3395,367,11,559,2011,-0.1,8,Jorge Cantu,0,7
14445,14445,0,36.084,0,2008,17,0,0,,0,0,0,0,2011,0.0,4,Alberto Castillo,0,3
14448,14448,2,24.239,0,2010,24,0,0,0.0,2,0,0,2,2011,0.0,2,Jose Ceda,0,1
14450,14450,47,30.275,2,2004,143,5,0,0.271,53,1,0,17,2011,-0.1,8,Lance Cormier,0,7
14451,14451,0,24.191999999999997,0,2010,0,0,0,,0,0,0,0,2011,0.0,2,Dan Cortes,0,1
14453,14453,0,31.224,0,2010,0,0,0,,0,0,0,0,2011,0.0,2,Bobby Cramer,0,1
14454,14454,0,26.226999999999997,0,2011,15,0,0,,0,0,0,0,2011,0.0,1,Michael Crotta,0,0
14455,14455,2107,32.192,444,2001,670,510,105,0.813,2581,311,6,819,2011,9.3,10,Jack Cust,0,10
14456,14456,59,27.241999999999997,6,2011,25,15,1,0.713,65,6,1,13,2011,0.1,1,Blake Davis,0,0
14458,14458,2,27.198,0,2007,23,0,0,0.0,2,0,0,2,2011,0.0,4,Frankie De La Cruz,0,4
14459,14459,0,26.322,0,2010,0,0,0,,0,0,0,0,2011,0.0,2,Rob Delaney,0,1
14460,14460,1,27.308000000000003,0,2005,30,0,0,0.0,1,0,0,1,2011,0.0,5,Joey Devine,0,6
14461,14461,1,34.306,0,2008,70,0,0,0.0,3,0,0,1,2011,0.1,3,Mark DiFelice,0,3
14462,14462,73,27.322,4,2011,23,22,0,0.6609999999999999,78,5,2,14,2011,-0.2,1,Brian Dinkelman,0,0
14464,14464,27,30.076,0,2007,44,1,0,0.07400000000000001,32,0,0,11,2011,-0.3,4,Phil Dumatrait,0,4
14465,14465,65,25.101,7,2009,39,19,0,0.653,74,11,7,10,2011,0.2,3,Luis Durango,0,2
14466,14466,37,25.02,4,2011,14,6,0,0.424,42,2,0,9,2011,-0.7,1,Brad Emaus,0,0
14467,14467,0,27.035,0,2009,59,0,0,,0,0,0,0,2011,0.0,2,Sergio Escalona,0,2
14468,14468,2758,34.144,174,2001,880,668,40,0.64,3070,334,67,455,2011,12.6,11,Adam Everett,0,10
14469,14469,1,33.069,0,2006,5,0,0,0.0,1,0,0,1,2011,0.0,4,Willie Eyre,0,5
14470,14470,116,36.356,5,2000,141,20,0,0.414,136,7,0,43,2011,0.4,9,Nelson Figueroa,0,11
14471,14471,7,28.214000000000002,0,2009,69,0,0,0.0,7,0,0,6,2011,-0.1,3,Carlos Fisher,0,2
14472,14472,14,25.358,1,2010,33,4,0,0.6609999999999999,16,8,9,5,2011,0.2,2,Darren Ford,0,1
14473,14473,489,29.066999999999997,27,2007,193,116,20,0.7140000000000001,534,55,0,106,2011,-0.6,4,Jake Fox,0,4
14475,14475,4,31.29,0,2006,147,1,0,0.75,4,0,0,1,2011,0.1,5,Jeff Fulchino,0,5
14476,14476,9,26.211,1,2011,4,2,0,0.522,10,1,0,6,2011,-0.1,1,Cole Garner,0,0
14477,14477,0,24.316,0,2011,0,0,0,,0,0,0,0,2011,0.0,1,Steve Garrison,0,0
14478,14478,1175,30.154,97,2004,452,309,1,0.631,1329,178,81,212,2011,2.3,7,Joey Gathright,0,7
14479,14479,0,26.151,0,2011,4,0,0,,0,0,0,0,2011,0.0,1,John Gaub,0,0
14480,14480,1016,33.244,117,2002,409,284,8,0.745,1170,159,34,187,2011,1.6,10,Esteban German,0,9
14481,14481,2917,34.093,224,2001,840,759,127,0.767,3177,364,2,442,2011,5.6,9,Jay Gibbons,0,10
14482,14482,1673,35.172,107,2000,795,470,34,0.733,1819,195,12,224,2011,-0.1,10,Ross Gload,0,11
14483,14483,41,26.011,1,2008,40,8,0,0.45799999999999996,42,6,2,10,2011,-0.5,4,Greg Golson,0,3
14484,14484,32,28.329,0,2006,30,9,0,0.594,35,3,0,8,2011,0.4,6,Enrique Gonzalez,0,5
14485,14485,1,32.31,1,2008,1,0,0,0.5,2,0,0,1,2011,0.0,2,Brian Gordon,0,3
14486,14486,5,32.32,0,2003,482,0,0,0.0,6,0,0,1,2011,0.1,9,John Grabow,0,8
14487,14487,2,32.014,0,2006,110,0,0,0.0,2,0,0,2,2011,0.1,6,Sean Green,0,5
14490,14490,116,23.342,3,2010,44,24,2,0.535,121,8,6,43,2011,-0.4,2,Greg Halman,0,1
14491,14491,0,24.233,0,2011,0,0,0,,0,0,0,0,2011,0.0,1,Mark Hamburger,0,0
14492,14492,61,26.342,5,2010,47,12,0,0.503,66,5,0,21,2011,-0.3,2,Mark Hamilton,0,1
14493,14493,481,34.138000000000005,38,2003,182,122,12,0.7190000000000001,527,62,6,99,2011,0.6,6,Robby Hammock,0,8
14494,14494,0,25.035,0,2011,14,0,0,,0,0,0,0,2011,0.0,1,Erik Hamren,0,0
14495,14495,76,29.299,1,2003,44,11,0,0.314,86,4,0,31,2011,-0.1,9,Rich Harden,0,8
14496,14496,17,28.21,0,2009,119,0,0,0.0,19,0,0,10,2011,-0.2,3,Blake Hawksworth,0,2
14497,14497,24,28.315,0,2011,10,3,0,0.327,25,2,1,5,2011,0.0,1,Jerad Head,0,0
14498,14498,47,32.245,2,2003,456,1,0,0.083,54,1,0,24,2011,-0.4,9,Aaron Heilman,0,8
14500,14500,97,37.066,6,2002,101,13,1,0.401,107,8,0,53,2011,0.2,10,Mark Hendrickson,0,9
14501,14501,127,27.073,6,2009,75,20,3,0.455,138,15,0,31,2011,-1.1,3,Diory Hernandez,0,2
14502,14502,3,26.340999999999998,1,2008,123,0,0,0.25,5,0,0,2,2011,0.1,4,Danny Herrera,0,3
14503,14503,0,28.27,0,2006,1,0,0,,0,0,0,0,2011,0.0,3,Jim Hoey,0,5
14504,14504,26,26.237,0,2009,16,4,1,0.489,28,2,0,6,2011,-0.3,2,Jamie Hoffmann,0,2
14505,14505,108,31.191,13,2008,59,26,1,0.6970000000000001,125,12,0,20,2011,-0.5,3,Steve Holm,0,3
14506,14506,193,27.103,12,2007,118,34,2,0.484,214,27,4,49,2011,-0.3,5,Chin-lung Hu,0,4
14507,14507,28,24.264,0,2011,14,4,0,0.28600000000000003,29,3,2,6,2011,-0.4,1,Kyle Hudson,0,0
14508,14508,0,28.331999999999997,0,2009,5,0,0,,0,0,0,0,2011,0.0,3,Dusty Hughes,0,2
14509,14509,808,32.316,65,2006,333,229,6,0.7340000000000001,898,100,19,144,2011,4.9,6,Joe Inglett,0,5
14510,14510,2184,29.141,252,2005,658,591,52,0.757,2485,291,27,291,2011,2.3,7,Conor Jackson,0,6
14511,14511,5,32.277,0,2009,5,2,0,0.8,5,0,0,1,2011,0.1,3,Chris Jakubauskas,0,2
14512,14512,97,29.258000000000003,3,2005,67,8,0,0.203,112,5,0,34,2011,-0.5,5,Chuck James,0,6
14513,14513,336,28.354,27,2009,119,79,4,0.621,366,23,2,59,2011,-0.8,3,Jason Jaramillo,0,2
14514,14514,0,30.115,0,2005,23,0,0,,0,0,0,0,2011,0.2,7,Bobby Jenks,0,6
14515,14515,0,24.273000000000003,0,2009,19,0,0,,0,0,0,0,2011,0.0,3,Waldis Joaquin,0,2
14516,14516,1,27.236,0,2011,1,0,0,0.0,2,0,0,1,2011,0.0,1,Alan Johnson,0,0
14517,14517,0,25.229,0,2011,1,0,0,,0,0,0,0,2011,0.0,1,Josh Judy,0,0
14518,14518,1,25.311999999999998,1,2011,11,0,0,0.5,2,1,0,1,2011,0.0,1,Cole Kimball,0,0
14519,14519,2,27.048000000000002,0,2010,7,0,0,0.0,2,0,0,1,2011,0.0,2,Zach Kroenke,0,1
14520,14520,27,30.063000000000002,1,2005,207,5,1,0.585,36,3,0,14,2011,0.4,7,Hung-Chih Kuo,0,6
14521,14521,12,30.219,1,2003,89,0,0,0.077,15,2,0,6,2011,0.0,9,Wil Ledezma,0,8
14523,14523,1,29.004,0,2010,2,0,0,0.0,1,0,0,1,2011,0.0,2,Rommie Lewis,0,1
14524,14524,0,26.23,0,2011,0,0,0,,0,0,0,0,2011,0.0,1,Shane Lindsay,0,0
14525,14525,18,35.055,0,2000,441,4,0,0.5,20,0,0,10,2011,0.3,12,Scott Linebrink,0,11
14526,14526,5,26.2,0,2007,5,0,0,0.0,5,0,0,0,2011,0.0,5,Jesse Litsch,0,4
14527,14527,4337,31.1,445,2001,1185,1145,90,0.7240000000000001,4864,600,124,913,2011,7.5,11,Felipe Lopez,0,10
14528,14528,40,29.051,3,2007,21,10,1,0.743,44,3,1,14,2011,0.2,3,Donny Lucy,0,4
14529,14529,4758,35.28,439,2000,1352,1279,80,0.716,5338,688,198,876,2011,13.6,12,Julio Lugo,0,11
14530,14530,0,26.07,0,2011,0,0,0,,0,0,0,0,2011,0.0,1,Trystan Magnuson,0,0
14531,14531,0,26.313000000000002,0,2010,1,0,0,,0,0,0,0,2011,0.0,2,Jeff Marquez,0,1
14532,14532,66,23.101999999999997,4,2010,34,17,0,0.648,71,8,1,15,2011,-0.3,2,Osvaldo Martinez,0,1
14533,14533,7,27.128,0,2006,13,1,0,0.28600000000000003,9,0,0,4,2011,0.0,3,Scott Mathieson,0,5
14534,14534,386,30.31,27,2004,139,93,18,0.738,414,54,5,133,2011,0.8,5,Dallas McPherson,0,7
14535,14535,2332,35.132,243,2001,1031,613,59,0.742,2629,332,22,496,2011,5.7,11,Jason Michaels,0,10
14536,14536,1,27.017,0,2008,7,0,0,0.0,1,0,0,0,2011,0.0,4,Kam Mickolio,0,3
14537,14537,2827,34.286,162,2003,932,793,19,0.672,3064,347,30,294,2011,1.0,9,Aaron Miles,0,8
14538,14538,1500,26.000999999999998,104,2006,433,404,33,0.723,1659,166,40,287,2011,0.5,6,Lastings Milledge,0,5
14539,14539,68,26.254,4,2008,28,16,2,0.655,73,7,1,29,2011,-0.2,3,Jai Miller,0,3
14541,14541,257,28.075,32,2008,111,58,11,0.74,296,29,0,68,2011,0.0,4,Juan Miranda,0,3
14542,14542,39,29.281,3,2006,76,3,0,0.22,50,0,0,14,2011,-0.1,6,Pat Misch,0,5
14543,14543,93,26.221,7,2010,40,14,4,0.498,101,8,0,18,2011,-0.9,2,Russ Mitchell,0,1
14544,14544,80,30.149,3,2003,99,11,0,0.35600000000000004,96,5,0,33,2011,0.1,8,Sergio Mitre,0,8
14545,14545,47,29.063000000000002,2,2007,26,6,0,0.33,51,2,0,10,2011,-0.7,4,Gustavo Molina,0,4
14546,14546,305,29.287,12,2008,129,68,5,0.586,323,31,1,54,2011,-1.2,4,Luis Montanez,0,3
14547,14547,8,24.090999999999998,0,2011,8,1,0,0.25,8,3,0,2,2011,0.0,1,Jeremy Moore,0,0
14549,14549,218,28.115,29,2007,96,63,0,0.7090000000000001,252,25,0,48,2011,0.6,4,Jose Morales,0,4
14550,14550,0,25.153000000000002,0,2011,30,0,0,,0,0,0,0,2011,0.0,1,Daniel Moskos,0,0
14551,14551,33,30.288,1,2006,33,2,0,0.149,35,2,0,19,2011,-0.2,3,Mike O'Connor,0,5
14552,14552,164,28.212,18,2009,99,36,5,0.684,194,26,9,51,2011,0.0,3,Trent Oeltjen,0,2
14553,14553,2,23.182,0,2010,1,0,0,0.0,2,0,0,1,2011,0.0,2,Andy Oliver,0,1
14555,14555,73,32.314,10,2004,42,14,3,0.623,85,7,1,25,2011,-0.5,2,Val Pascucci,0,7
14556,14556,4171,32.045,206,2000,1230,1050,118,0.691,4499,571,218,933,2011,9.6,12,Corey Patterson,0,11
14557,14557,508,28.061,57,2007,226,110,10,0.637,575,65,35,148,2011,-0.2,5,Eric Patterson,0,4
14558,14558,7,29.138,0,2006,203,1,0,0.28600000000000003,7,1,0,2,2011,0.2,6,Tony Pena,0,5
14559,14559,1703,29.245,111,2002,599,425,84,0.748,1845,211,12,559,2011,-1.2,8,Wily Mo Pena,0,9
14560,14560,0,28.018,0,2011,4,0,0,,0,0,0,0,2011,0.0,1,Lance Pendleton,0,0
14561,14561,7,26.236,0,2009,11,2,0,0.5710000000000001,7,2,0,1,2011,-0.1,2,Chris Pettit,0,2
14562,14562,94,27.112,8,2009,41,18,2,0.581,103,10,0,23,2011,0.0,2,Kyle Phillips,0,2
14563,14563,167,33.0,11,2000,92,17,0,0.295,199,13,1,97,2011,-0.3,12,Joel Pineiro,0,11
14565,14565,363,29.193,40,2009,123,75,10,0.612,406,42,1,97,2011,0.2,3,Landon Powell,0,2
14566,14566,5,34.269,0,2004,115,0,0,0.0,5,0,0,3,2011,0.1,7,Scott Proctor,0,7
14567,14567,179,31.307,2,2003,88,27,0,0.33899999999999997,194,9,0,36,2011,-0.2,8,Horacio Ramirez,0,8
14569,14569,0,29.198,0,2005,50,0,0,,0,0,0,0,2011,0.1,6,Chris Ray,0,6
14570,14570,1250,29.299,100,2004,483,315,12,0.6629999999999999,1376,141,20,196,2011,2.0,8,Jeremy Reed,0,7
14571,14571,8,29.057,0,2008,6,1,0,0.25,8,1,0,5,2011,-0.1,3,Chad Reineke,0,3
14575,14575,548,34.254,43,2001,189,131,13,0.674,605,51,3,118,2011,0.4,9,Mike Rivera,0,10
14576,14576,0,28.072,0,2010,3,0,0,,0,0,0,0,2011,0.0,2,Francisco Rodriguez,0,1
14578,14578,12,26.124000000000002,1,2011,7,1,0,0.298,14,1,0,8,2011,-0.1,1,Josh Rodriguez,0,0
14579,14579,972,31.092,110,2005,407,231,10,0.638,1123,100,6,110,2011,0.6,6,Luis Rodriguez,0,6
14580,14580,67,27.208000000000002,4,2008,46,9,0,0.377,72,3,0,20,2011,-0.9,4,Ryan Rohlinger,0,3
14581,14581,4374,34.001,261,2001,1358,1193,136,0.765,4817,613,67,914,2011,20.8,11,Aaron Rowand,0,10
14582,14582,0,28.26,0,2005,5,0,0,,0,0,0,0,2011,0.0,6,Josh Rupe,0,6
14583,14583,1,28.094,0,2008,32,0,0,0.0,1,0,0,0,2011,0.0,4,Adam Russell,0,3
14584,14584,3402,33.171,180,2002,904,1012,48,0.748,3686,434,13,420,2011,15.8,10,Freddy Sanchez,0,9
14585,14585,0,31.340999999999998,0,2011,0,0,0,,0,0,0,0,2011,0.0,1,Amauri Sanit,0,0
14586,14586,151,32.068000000000005,15,2003,59,25,3,0.508,171,16,0,55,2011,-1.0,6,Dane Sardinha,0,8
14587,14587,0,26.324,0,2011,6,0,0,,0,0,0,0,2011,0.0,1,Atahualpa Severino,0,0
14588,14588,0,27.149,0,2010,0,0,0,,0,0,0,0,2011,0.0,2,Anthony Slama,0,1
14589,14589,5,25.107,0,2010,51,0,0,0.0,5,0,0,1,2011,-0.1,2,Jordan Smith,0,1
14590,14590,24,28.186,3,2007,18,7,0,0.7040000000000001,29,6,0,14,2011,0.5,5,Andy Sonnanstine,0,4
14591,14591,15,26.061,2,2011,10,1,0,0.31,18,3,0,8,2011,0.0,1,Henry Sosa,0,0
14592,14592,1561,32.0,172,2005,619,424,42,0.768,1769,222,31,328,2011,-0.4,7,Ryan Spilborghs,0,6
14594,14594,1,30.118000000000002,0,2007,125,0,0,0.0,1,0,0,1,2011,0.1,5,Mitch Stetter,0,4
14595,14595,2,27.229,0,2009,31,0,0,0.0,2,0,0,1,2011,0.0,3,Jeff Stevens,0,2
14596,14596,7,27.342,0,2008,4,0,0,0.0,8,0,0,5,2011,-0.1,3,Mitch Talbot,0,3
14597,14597,5,33.343,0,2002,32,0,0,0.0,5,0,0,2,2011,0.0,9,Brian Tallet,0,9
14598,14598,269,28.191,25,2009,100,60,1,0.5539999999999999,299,21,2,52,2011,0.1,3,Craig Tatum,0,2
14599,14599,2873,30.022,259,2005,831,759,67,0.736,3171,388,45,679,2011,2.4,7,Mark Teahen,0,6
14600,14600,25,29.061999999999998,0,2005,35,2,0,0.24,32,1,0,13,2011,0.1,7,Rob Tejeda,0,6
14601,14601,1,25.073,0,2010,4,0,0,0.0,1,0,0,1,2011,0.0,2,Kanekoa Texeira,0,1
14602,14602,1827,34.122,159,2002,640,450,115,0.794,2016,256,3,510,2011,2.0,10,Marcus Thames,0,9
14603,14603,0,33.2,0,2001,4,0,0,,0,0,0,0,2011,0.0,5,Brad Thomas,0,10
14604,14604,3,25.205,0,2008,3,0,0,0.0,3,2,0,1,2011,0.0,2,Daryl Thompson,0,3
14605,14605,337,31.31,35,2002,184,76,1,0.629,384,34,5,67,2011,-0.4,7,Joe Thurston,0,9
14606,14606,0,23.285,0,2011,0,0,0,,0,0,0,0,2011,0.0,1,Mason Tobin,0,0
14607,14607,605,29.146,48,2008,247,139,3,0.607,680,76,17,105,2011,0.6,4,Matt Tolbert,0,3
14609,14609,55,28.191999999999997,6,2009,22,9,0,0.43200000000000005,64,1,0,13,2011,-0.4,2,Wyatt Toregas,0,2
14610,14610,172,25.088,14,2011,60,35,5,0.618,189,20,0,42,2011,-0.9,1,Rene Tosoni,0,0
14611,14611,428,27.228,37,2007,155,80,11,0.583,484,40,0,95,2011,0.0,5,J.R. Towles,0,4
14612,14612,7,24.154,0,2008,11,0,0,0.0,7,0,0,4,2011,-0.1,2,Ryan Tucker,0,3
14613,14613,0,29.324,0,2004,65,0,0,,1,0,0,0,2011,0.0,5,Merkin Valdez,0,7
14615,14615,0,25.009,0,2011,0,0,0,,0,0,0,0,2011,0.0,1,Anthony Vasquez,0,0
14617,14617,663,29.135,40,2007,259,160,8,0.654,718,89,31,118,2011,-1.5,5,Eugenio Velez,0,4
14618,14618,1,24.323,0,2011,1,0,0,0.0,1,0,0,1,2011,0.0,1,Elih Villanueva,0,0
14619,14619,0,28.008000000000003,0,2009,10,0,0,,0,0,0,0,2011,0.0,3,Pedro Viola,0,2
14621,14621,0,25.123,0,2010,0,0,0,,0,0,0,0,2011,0.0,2,Robbie Weinhardt,0,1
14622,14622,1,35.321,0,2004,33,0,0,0.0,1,0,0,0,2011,0.0,5,Randy Williams,0,7
14623,14623,389,29.258000000000003,22,2003,198,95,9,0.665,447,43,0,69,2011,4.9,9,Dontrelle Willis,0,8
14624,14624,844,30.004,129,2006,414,218,0,0.6579999999999999,1014,146,40,169,2011,0.1,6,Reggie Willits,0,5
14625,14625,27,27.342,1,2011,8,4,0,0.364,28,0,0,7,2011,-0.4,1,Mike Wilson,0,0
14626,14626,700,26.206999999999997,32,2007,272,130,18,0.513,751,65,5,218,2011,-3.7,5,Brandon Wood,0,4
14627,14627,2,28.226999999999997,0,2009,51,1,0,1.0,2,0,0,0,2011,0.1,3,Tim Wood,0,2
14629,14629,2,28.138,0,2008,4,1,1,2.5,2,1,0,0,2011,0.1,2,Mark Worrell,0,3
14630,14630,6,32.279,0,2004,267,0,0,0.0,7,0,0,5,2011,0.1,8,Michael Wuertz,0,7
14631,14631,7,30.284000000000002,0,2005,75,1,0,0.28600000000000003,7,0,0,1,2012,0.1,8,Jeremy Accardo,0,7
14632,14632,6,31.155,1,2007,224,0,0,0.14300000000000002,7,0,0,4,2012,0.1,6,Manny Acosta,0,5
14633,14633,0,29.264,0,2007,18,0,0,,0,0,0,0,2012,0.0,5,Jonathan Albaladejo,0,5
14634,14634,344,26.087,42,2009,116,70,12,0.665,389,44,3,137,2012,-1.0,4,Brandon Allen,0,3
14635,14635,48,24.219,7,2010,30,8,0,0.455,56,7,0,14,2012,-0.3,3,Lars Anderson,0,2
14636,14636,2,28.205,0,2008,120,1,0,1.0,2,0,0,1,2012,0.2,4,Jose Arredondo,0,4
14637,14637,94,22.274,11,2012,32,21,1,0.645,107,14,6,23,2012,-0.3,1,Xavier Avery,0,0
14640,14640,0,27.258000000000003,0,2011,2,0,0,,0,0,0,0,2012,0.0,2,Chad Beck,0,1
14641,14641,272,25.226,10,2010,100,53,4,0.488,282,24,0,92,2012,-1.2,3,Josh Bell,0,2
14642,14642,9,27.006,0,2009,25,2,0,0.444,12,1,0,0,2012,0.2,4,Brad Bergesen,0,3
14643,14643,6,28.309,0,2009,12,0,0,0.0,6,0,0,2,2012,0.0,4,Jason Berken,0,3
14644,14644,323,29.28,22,2008,183,61,2,0.519,356,41,9,117,2012,-1.3,4,Brian Bixler,0,4
14645,14645,12,30.175,0,2007,6,1,0,0.16699999999999998,12,0,0,3,2012,-0.1,6,Nick Blackburn,0,5
14647,14647,1,29.055,0,2006,243,0,0,0.0,1,0,0,1,2012,0.1,6,Bill Bray,0,6
14648,14648,1,27.239,0,2012,22,0,0,0.0,1,0,0,0,2012,0.0,1,Barret Browning,0,0
14649,14649,0,28.049,0,2012,1,0,0,,0,0,0,0,2012,0.0,1,Tyson Brummett,0,0
14650,14650,1,30.128,0,2004,110,0,0,0.0,1,0,0,0,2012,0.1,9,Brian Bruney,0,8
14651,14651,810,28.191999999999997,78,2007,253,197,20,0.715,910,99,8,186,2012,3.1,6,Travis Buck,0,5
14652,14652,1664,31.230999999999998,119,2002,528,463,12,0.69,1823,187,20,223,2012,5.5,7,Sean Burroughs,0,10
14653,14653,1,24.278000000000002,0,2012,2,0,0,0.0,1,0,0,1,2012,0.0,1,Edwar Cabrera,0,0
14655,14655,96,26.175,5,2011,29,26,3,0.7,102,9,0,23,2012,0.0,2,Russ Canzler,0,1
14656,14656,5,29.021,1,2005,311,1,0,0.5329999999999999,6,1,0,3,2012,0.3,8,Matt Capps,0,7
14657,14657,60,24.359,7,2012,45,11,0,0.552,67,5,0,13,2012,-0.3,1,Adrian Cardenas,0,0
14658,14658,0,25.318,0,2011,0,0,0,,0,0,0,0,2012,0.0,2,Andrew Carignan,0,1
14659,14659,140,31.162,15,2008,56,25,3,0.5489999999999999,156,21,1,45,2012,0.5,4,Luke Carlin,0,4
14661,14661,0,26.281999999999996,0,2011,7,0,0,,0,0,0,0,2012,0.0,2,Chris Carpenter,0,1
14662,14662,4,27.074,0,2008,17,0,0,0.0,4,0,0,1,2012,0.0,5,Drew Carpenter,0,4
14663,14663,15,35.034,0,2003,110,0,0,0.0,17,0,0,5,2012,-0.1,8,D.J. Carrasco,0,9
