time,from,to,size
1090,7,1,0.314912
1090,3,2,0.717212
1090,2,8,0.227902
1090,9,2,0.314955
1090,2,10,0.227879
1090,11,3,0.315059
1090,4,3,0.630297
1090,3,12,0.228001
1090,13,4,0.315198
1090,14,4,0.315215
1091,1,2,0.481637
1091,5,1,0.118979
1091,1,6,0.319184
1091,7,1,0.118986
1091,3,2,0.0377117
1091,2,8,0.319146
1091,9,2,0.118948
1091,2,10,0.3191
1091,11,3,0.118946
1091,4,3,0.237917
1091,3,12,0.319151
1091,13,4,0.118966
1091,14,4,0.118968
1092,1,2,1.23184
1092,1,5,5.17e-07
1092,1,6,0.38491
1092,1,7,5.13e-07
1092,2,3,0.462125
1092,2,8,0.384717
1092,2,9,3.18e-07
1092,2,10,0.384649
1092,3,11,3.42e-07
1092,3,4,0.0774589
1092,3,12,0.384602
1092,4,13,0.0774565
1092,4,14,5.97e-07
1093,1,2,1.47665
1093,1,5,1.95e-07
1093,1,6,0.409022
1093,1,7,1.94e-07
1093,2,3,0.658698
1093,2,8,0.408762
1093,2,9,1.31e-07
1093,2,10,0.408686
1093,3,11,1.41e-07
1093,3,4,0.249977
1093,3,12,0.408591
1093,4,13,0.249959
1093,4,14,2.28e-07
1094,1,2,1.53517
1094,1,5,4.94e-08
1094,1,6,0.383989
1094,1,7,4.93e-08
1094,2,3,0.767237
1094,2,8,0.383727
1094,2,9,4e-08
1094,2,10,0.38366
1094,3,11,4.23e-08
1094,3,4,0.38352
1094,3,12,0.383542
1094,4,13,0.383476
1094,4,14,5.66e-08
1095,1,2,1.26649
1095,5,1,1.83e-07
1095,1,6,0.316757
1095,7,1,1.82e-07
1095,2,3,0.633011
1095,2,8,0.316579
1095,9,2,1.21e-07
1095,2,10,0.316533
1095,11,3,1.32e-07
1095,3,4,0.316438
1095,3,12,0.316454
1095,4,13,0.316409
1095,14,4,2.2e-07
1096,1,2,0.89718
1096,5,1,1.64e-07
1096,1,6,0.224362
1096,7,1,1.62e-07
1096,2,3,0.448472
1096,2,8,0.224273
1096,9,2,1.11e-07
1096,2,10,0.22425
1096,11,3,1.21e-07
1096,3,4,0.224202
1096,3,12,0.22421
1096,4,13,0.224188
1096,14,4,1.96e-07
1097,1,2,0.525218
1097,5,1,7.75e-08
1097,1,6,0.131327
1097,7,1,7.58e-08
1097,2,3,0.262568
1097,2,8,0.131297
1097,9,2,5.62e-08
1097,2,10,0.131289
1097,11,3,6.1e-08
1097,3,4,0.131273
1097,3,12,0.131275
1097,4,13,0.131268
1097,14,4,9.16e-08
1098,1,2,0.251237
1098,5,1,1.01e-08
1098,1,6,0.0628145
1098,7,1,8.89e-09
1098,2,3,0.125609
1098,2,8,0.0628076
1098,9,2,1.17e-08
1098,2,10,0.0628058
1098,11,3,1.23e-08
1098,3,4,0.0628021
1098,3,12,0.0628027
1098,4,13,0.0628009
1098,14,4,1.05e-08
1099,1,2,0.150596
1099,1,5,2.56e-09
1099,1,6,0.0376509
1099,1,7,2.99e-09
1099,2,3,0.0752948
1099,2,8,0.0376484
1099,9,2,3.76e-10
1099,2,10,0.0376478
1099,11,3,1.89e-10
1099,3,4,0.0376465
1099,3,12,0.0376467
1099,4,13,0.037646
1099,4,14,3.73e-09
1100,1,2,0.150913
1100,5,1,8e-12
1100,1,6,0.03773
1100,7,1,9.26e-12
1100,2,3,0.075453
1100,2,8,0.0377275
1100,2,9,1.32e-12
1100,2,10,0.0377269
1100,3,11,1.07e-12
1100,3,4,0.0377256
1100,3,12,0.0377258
1100,4,13,0.0377251
1100,14,4,1.23e-11
1101,1,2,0.167042
1101,5,1,2.44e-10
1101,1,6,0.0417627
1101,7,1,3.13e-10
1101,2,3,0.0835168
1101,2,8,0.0417597
1101,2,9,1.65e-10
1101,2,10,0.0417589
1101,3,11,1.45e-10
1101,3,4,0.0417572
1101,3,12,0.0417575
1101,4,13,0.0417567
1101,14,4,3.98e-10
1102,1,2,0.282017
1102,1,5,6.4e-09
1102,1,6,0.0705108
1102,1,7,5.91e-09
1102,2,3,0.140997
1102,2,8,0.070502
1102,2,9,6.29e-09
1102,2,10,0.0704998
1102,3,11,6.67e-09
1102,3,4,0.0704951
1102,3,12,0.0704959
1102,4,13,0.0704937
1102,4,14,7.05e-09
1103,1,2,0.592831
1103,1,5,7.69e-08
1103,1,6,0.148237
1103,1,7,7.56e-08
1103,2,3,0.296364
1103,2,8,0.148198
1103,2,9,5.44e-08
1103,2,10,0.148188
1103,3,11,5.91e-08
1103,3,4,0.148167
1103,3,12,0.148171
1103,4,13,0.148161
1103,4,14,9.14e-08
1104,1,2,0.998685
1104,1,5,2.03e-07
1104,1,6,0.249754
1104,1,7,2.01e-07
1104,2,3,0.499195
1104,2,8,0.249644
1104,2,9,1.35e-07
1104,2,10,0.249616
1104,3,11,1.48e-07
1104,3,4,0.249556
1104,3,12,0.249565
1104,4,13,0.249537
1104,4,14,2.44e-07
1105,1,2,1.19283
1105,1,5,1.22e-07
1105,1,6,0.298327
1105,1,7,1.21e-07
1105,2,3,0.596207
1105,2,8,0.298169
1105,2,9,8.01e-08
1105,2,10,0.298129
1105,3,11,8.77e-08
1105,3,4,0.298044
1105,3,12,0.298057
1105,4,13,0.298018
1105,4,14,1.46e-07
1106,1,2,0.998692
1106,5,1,9.85e-08
1106,1,6,0.249756
1106,7,1,9.76e-08
1106,2,3,0.499199
1106,2,8,0.249645
1106,9,2,6.59e-08
1106,2,10,0.249617
1106,11,3,7.2e-08
1106,3,4,0.249558
1106,3,12,0.249567
1106,4,13,0.24954
1106,14,4,1.18e-07
1107,1,2,0.26373
1107,1,5,0.0376802
1107,1,6,0.0376796
1107,1,7,0.0376794
1107,2,3,0.150691
1107,2,8,0.0376748
1107,2,9,0.0376748
1107,2,10,0.0376742
1107,3,11,0.0376718
1107,3,4,0.075341
1107,3,12,0.0376713
1107,4,13,0.0376698
1107,4,14,0.0376696
1108,1,2,0.291873
1108,1,5,0.0417016
1108,1,6,0.0417009
1108,1,7,0.0417006
1108,2,3,0.16677
1108,2,8,0.041695
1108,2,9,0.041695
1108,2,10,0.0416942
1108,3,11,0.0416913
1108,3,4,0.0833796
1108,3,12,0.0416908
1108,4,13,0.0416889
1108,4,14,0.0416886
1109,1,2,0.492247
1109,1,5,0.0703364
1109,1,6,0.0703343
1109,1,7,0.0703336
1109,2,3,0.281241
1109,2,8,0.0703176
1109,2,9,0.0703176
1109,2,10,0.0703154
1109,3,11,0.0703071
1109,3,4,0.140605
1109,3,12,0.0703055
1109,4,13,0.0703002
1109,4,14,0.0702993
1110,1,2,1.03177
1110,1,5,0.147463
1110,1,6,0.147454
1110,1,7,0.147451
1110,2,3,0.58939
1110,2,8,0.147381
1110,2,9,0.147381
1110,2,10,0.147371
1110,3,11,0.147335
1110,3,4,0.294629
1110,3,12,0.147327
1110,4,13,0.147304
1110,4,14,0.1473
1111,1,2,1.73151
1111,1,5,0.247551
1111,1,6,0.247526
1111,1,7,0.247517
1111,2,3,0.988889
1111,2,8,0.247318
1111,2,9,0.247318
1111,2,10,0.24729
1111,3,11,0.247186
1111,3,4,0.494256
1111,3,12,0.247163
1111,4,13,0.247097
1111,4,14,0.247086
1112,1,2,2.06435
1112,1,5,0.295182
1112,1,6,0.295146
1112,1,7,0.295134
1112,2,3,1.17885
1112,2,8,0.294849
1112,2,9,0.294849
1112,2,10,0.294809
1112,3,11,0.294661
1112,3,4,0.58916
1112,3,12,0.29463
1112,4,13,0.294536
1112,4,14,0.29452
1113,1,2,1.73155
1113,1,5,0.247559
1113,1,6,0.247533
1113,1,7,0.247525
1113,2,3,0.988922
1113,2,8,0.247323
1113,2,9,0.247323
1113,2,10,0.247295
1113,3,11,0.247191
1113,3,4,0.494275
1113,3,12,0.247172
1113,4,13,0.247106
1113,4,14,0.247095
1114,1,2,0.433301
1114,5,1,2.08e-07
1114,1,6,0.148423
1114,7,1,2.02e-07
1114,2,3,0.136475
1114,2,8,0.148397
1114,9,2,1.43e-07
1114,2,10,0.148387
1114,11,3,1.47e-07
1114,4,3,0.011915
1114,3,12,0.148385
1114,13,4,0.0119149
1114,14,4,2.19e-07
1115,2,1,0.0283334
1115,1,5,7.04e-08
1115,1,6,0.0706808
1115,1,7,7.23e-08
1115,3,2,0.1697
1115,2,8,0.0706844
1115,2,9,4.65e-08
1115,2,10,0.0706822
1115,3,11,5.6e-08
1115,4,3,0.240401
1115,3,12,0.0706918
1115,13,4,0.240418
1115,4,14,1.02e-07
1116,2,1,0.273284
1116,1,5,7.86e-08
1116,1,6,0.0419052
1116,1,7,7.95e-08
1116,3,2,0.357127
1116,2,8,0.0419126
1116,2,9,5.52e-08
1116,2,10,0.0419118
1116,3,11,6.36e-08
1116,4,3,0.399086
1116,3,12,0.0419218
1116,13,4,0.399133
1116,4,14,1.06e-07
1117,2,1,0.389016
1117,1,5,4.9e-08
1117,1,6,0.0378878
1117,1,7,4.95e-08
1117,3,2,0.464847
1117,2,8,0.0378968
1117,2,9,3.64e-08
1117,2,10,0.0378962
1117,3,11,4.12e-08
1117,4,3,0.502818
1117,3,12,0.0379076
1117,13,4,0.502892
1117,4,14,6.46e-08
1118,2,1,0.45196
1118,1,5,3.02e-08
1118,1,6,0.0378266
1118,1,7,3.05e-08
1118,3,2,0.527684
1118,2,8,0.0378369
1118,2,9,2.29e-08
1118,2,10,0.0378363
1118,3,11,2.58e-08
1118,4,3,0.565615
1118,3,12,0.0378492
1118,13,4,0.565708
1118,4,14,3.95e-08
1119,2,1,0.753852
1119,1,5,6.58e-08
1119,1,6,0.063264
1119,1,7,6.67e-08
1119,3,2,0.559353
1119,2,8,0.0632918
1119,9,2,0.321212
1119,2,10,0.06329
1119,11,3,0.0602347
1119,4,3,0.562522
1119,3,12,0.0633134
1119,13,4,0.562614
1119,4,14,1.01e-07
1120,2,1,1.12973
1120,5,1,0.475078
1120,1,6,0.133638
1120,7,1,0.348326
1120,3,2,0.922095
1120,2,8,0.133726
1120,9,2,0.475367
1120,2,10,0.133718
1120,11,3,0.475555
1120,4,3,0.58057
1120,3,12,0.133798
1120,13,4,0.47575
1120,14,4,0.104918
1121,2,1,0.576309
1121,5,1,0.314857
1121,1,6,0.227809
1121,7,1,0.314911
1121,3,2,0.717211
1121,2,8,0.227902
1121,9,2,0.314954
1121,2,10,0.227878
1121,11,3,0.315058
1121,4,3,0.630296
1121,3,12,0.228
1121,13,4,0.315197
1121,14,4,0.315215
1122,1,2,0.481637
1122,5,1,0.118979
1122,1,6,0.319184
1122,7,1,0.118986
1122,3,2,0.0377117
1122,2,8,0.319146
1122,9,2,0.118948
1122,2,10,0.3191
1122,11,3,0.118946
1122,4,3,0.237917
1122,3,12,0.319151
1122,13,4,0.118966
1122,14,4,0.118968
1123,1,2,1.23184
1123,1,5,5.17e-07
1123,1,6,0.38491
1123,1,7,5.13e-07
1123,2,3,0.462125
1123,2,8,0.384717
1123,2,9,3.18e-07
1123,2,10,0.384649
1123,3,11,3.42e-07
1123,3,4,0.0774589
1123,3,12,0.384602
1123,4,13,0.0774565
1123,4,14,5.97e-07
1124,1,2,1.47665
1124,1,5,1.95e-07
1124,1,6,0.409022
1124,1,7,1.94e-07
1124,2,3,0.658698
1124,2,8,0.408762
1124,2,9,1.31e-07
1124,2,10,0.408686
1124,3,11,1.41e-07
1124,3,4,0.249977
1124,3,12,0.408591
1124,4,13,0.249959
1124,4,14,2.28e-07
1125,1,2,1.53517
1125,1,5,4.94e-08
1125,1,6,0.383989
1125,1,7,4.93e-08
1125,2,3,0.767237
1125,2,8,0.383727
1125,2,9,4e-08
1125,2,10,0.38366
1125,3,11,4.23e-08
1125,3,4,0.38352
1125,3,12,0.383542
1125,4,13,0.383476
1125,4,14,5.66e-08
1126,1,2,1.26649
1126,5,1,1.83e-07
1126,1,6,0.316757
1126,7,1,1.82e-07
1126,2,3,0.633011
1126,2,8,0.316579
1126,9,2,1.21e-07
1126,2,10,0.316533
1126,11,3,1.32e-07
1126,3,4,0.316438
1126,3,12,0.316454
1126,4,13,0.316409
1126,14,4,2.2e-07
1127,1,2,0.89718
1127,5,1,1.64e-07
1127,1,6,0.224362
1127,7,1,1.62e-07
1127,2,3,0.448472
1127,2,8,0.224273
1127,9,2,1.11e-07
1127,2,10,0.22425
1127,11,3,1.21e-07
1127,3,4,0.224202
1127,3,12,0.22421
1127,4,13,0.224188
1127,14,4,1.96e-07
1128,1,2,0.525218
1128,5,1,7.75e-08
1128,1,6,0.131327
1128,7,1,7.58e-08
1128,2,3,0.262568
1128,2,8,0.131297
1128,9,2,5.62e-08
1128,2,10,0.131289
1128,11,3,6.1e-08
1128,3,4,0.131273
1128,3,12,0.131275
1128,4,13,0.131268
1128,14,4,9.16e-08
1129,1,2,0.251237
1129,5,1,1.01e-08
1129,1,6,0.0628145
1129,7,1,8.89e-09
1129,2,3,0.125609
1129,2,8,0.0628076
1129,9,2,1.17e-08
1129,2,10,0.0628058
1129,11,3,1.23e-08
1129,3,4,0.0628021
1129,3,12,0.0628027
1129,4,13,0.0628009
1129,14,4,1.05e-08
1130,1,2,0.150596
1130,1,5,2.56e-09
1130,1,6,0.0376509
1130,1,7,2.99e-09
1130,2,3,0.0752948
1130,2,8,0.0376484
1130,9,2,3.76e-10
1130,2,10,0.0376478
1130,11,3,1.89e-10
1130,3,4,0.0376465
1130,3,12,0.0376467
1130,4,13,0.037646
1130,4,14,3.73e-09
1131,1,2,0.150913
1131,5,1,8e-12
1131,1,6,0.03773
1131,7,1,9.26e-12
1131,2,3,0.075453
1131,2,8,0.0377275
1131,2,9,1.32e-12
1131,2,10,0.0377269
1131,3,11,1.07e-12
1131,3,4,0.0377256
1131,3,12,0.0377258
1131,4,13,0.0377251
1131,14,4,1.23e-11
1132,1,2,0.167042
1132,5,1,2.44e-10
1132,1,6,0.0417627
1132,7,1,3.13e-10
1132,2,3,0.0835168
1132,2,8,0.0417597
1132,2,9,1.65e-10
1132,2,10,0.0417589
1132,3,11,1.45e-10
1132,3,4,0.0417572
1132,3,12,0.0417575
1132,4,13,0.0417567
1132,14,4,3.98e-10
1133,1,2,0.282017
1133,1,5,6.4e-09
1133,1,6,0.0705108
1133,1,7,5.91e-09
1133,2,3,0.140997
1133,2,8,0.070502
1133,2,9,6.29e-09
1133,2,10,0.0704998
1133,3,11,6.67e-09
1133,3,4,0.0704951
1133,3,12,0.0704959
1133,4,13,0.0704937
1133,4,14,7.05e-09
1134,1,2,0.592831
1134,1,5,7.69e-08
1134,1,6,0.148237
1134,1,7,7.56e-08
1134,2,3,0.296364
1134,2,8,0.148198
1134,2,9,5.44e-08
1134,2,10,0.148188
1134,3,11,5.91e-08
1134,3,4,0.148167
1134,3,12,0.148171
1134,4,13,0.148161
1134,4,14,9.14e-08
1135,1,2,0.998685
1135,1,5,2.03e-07
1135,1,6,0.249754
1135,1,7,2.01e-07
1135,2,3,0.499195
1135,2,8,0.249644
1135,2,9,1.35e-07
1135,2,10,0.249616
1135,3,11,1.48e-07
1135,3,4,0.249556
1135,3,12,0.249565
1135,4,13,0.249537
1135,4,14,2.44e-07
1136,1,2,1.19283
1136,1,5,1.22e-07
1136,1,6,0.298327
1136,1,7,1.21e-07
1136,2,3,0.596207
1136,2,8,0.298169
1136,2,9,8.01e-08
1136,2,10,0.298129
1136,3,11,8.77e-08
1136,3,4,0.298044
1136,3,12,0.298057
1136,4,13,0.298018
1136,4,14,1.46e-07
1137,1,2,0.998692
1137,5,1,9.85e-08
1137,1,6,0.249756
1137,7,1,9.76e-08
1137,2,3,0.499199
1137,2,8,0.249645
1137,9,2,6.59e-08
1137,2,10,0.249617
1137,11,3,7.2e-08
1137,3,4,0.249558
1137,3,12,0.249567
1137,4,13,0.24954
1137,14,4,1.18e-07
1138,1,2,0.433301
1138,5,1,8.09e-08
1138,1,6,0.148422
1138,7,1,7.86e-08
1138,2,3,0.136475
1138,2,8,0.148397
1138,9,2,5.73e-08
1138,2,10,0.148387
1138,11,3,5.88e-08
1138,4,3,0.0119147
1138,3,12,0.148384
1138,13,4,0.0119147
1138,14,4,8.48e-08
1139,2,1,0.0283334
1139,1,5,7.04e-08
1139,1,6,0.0706808
1139,1,7,7.23e-08
1139,3,2,0.1697
1139,2,8,0.0706844
1139,2,9,4.65e-08
1139,2,10,0.0706822
1139,3,11,5.6e-08
1139,4,3,0.240401
1139,3,12,0.0706918
1139,13,4,0.240418
1139,4,14,1.02e-07
1140,2,1,0.273284
1140,1,5,7.86e-08
1140,1,6,0.0419052
1140,1,7,7.95e-08
1140,3,2,0.357127
1140,2,8,0.0419126
1140,2,9,5.52e-08
1140,2,10,0.0419118
1140,3,11,6.36e-08
1140,4,3,0.399086
1140,3,12,0.0419218
1140,13,4,0.399133
1140,4,14,1.06e-07
1141,2,1,0.389016
1141,1,5,4.9e-08
1141,1,6,0.0378878
1141,1,7,4.95e-08
1141,3,2,0.464847
1141,2,8,0.0378968
1141,2,9,3.64e-08
1141,2,10,0.0378962
1141,3,11,4.12e-08
1141,4,3,0.502818
1141,3,12,0.0379076
1141,13,4,0.502892
1141,4,14,6.46e-08
1142,2,1,0.45196
1142,1,5,3.02e-08
1142,1,6,0.0378266
1142,1,7,3.05e-08
1142,3,2,0.527684
1142,2,8,0.0378369
1142,2,9,2.29e-08
1142,2,10,0.0378363
1142,3,11,2.58e-08
1142,4,3,0.565615
1142,3,12,0.0378492
1142,13,4,0.565708
1142,4,14,3.95e-08
1143,2,1,1.33834
1143,1,5,6.09e-07
1143,1,6,0.0635364
1143,1,7,6.11e-07
1143,3,2,0.989889
1143,2,8,0.0635849
1143,9,2,0.476038
1143,2,10,0.0635831
1143,3,11,4.73e-07
1143,4,3,1.0538
1143,3,12,0.0636231
1143,13,4,0.565527
1143,14,4,0.488593
1144,2,1,1.50265
1144,5,1,0.138541
1144,1,6,0.133802
1144,7,1,0.475456
1144,3,2,1.29494
1144,2,8,0.133918
1144,9,2,0.476051
1144,2,10,0.13391
1144,11,3,0.476347
1144,4,3,0.95308
1144,3,12,0.134021
1144,13,4,0.476652
1144,14,4,0.476691
1145,2,1,0.576313
1145,5,1,0.314859
1145,1,6,0.22781
1145,7,1,0.314913
1145,3,2,0.717215
1145,2,8,0.227902
1145,9,2,0.314955
1145,2,10,0.227879
1145,11,3,0.315059
1145,4,3,0.6303
1145,3,12,0.228001
1145,13,4,0.315199
1145,14,4,0.315216
1146,1,2,0.481637
1146,5,1,0.118979
1146,1,6,0.319184
1146,7,1,0.118986
1146,3,2,0.0377117
1146,2,8,0.319146
1146,9,2,0.118948
1146,2,10,0.3191
1146,11,3,0.118946
1146,4,3,0.237917
1146,3,12,0.319151
1146,13,4,0.118966
1146,14,4,0.118968
1147,1,2,1.23184
1147,1,5,5.17e-07
1147,1,6,0.38491
1147,1,7,5.13e-07
1147,2,3,0.462125
1147,2,8,0.384717
1147,2,9,3.18e-07
1147,2,10,0.384649
1147,3,11,3.42e-07
1147,3,4,0.0774589
1147,3,12,0.384602
1147,4,13,0.0774565
1147,4,14,5.97e-07
1148,1,2,1.47665
1148,1,5,1.95e-07
1148,1,6,0.409022
1148,1,7,1.94e-07
1148,2,3,0.658698
1148,2,8,0.408762
1148,2,9,1.31e-07
1148,2,10,0.408686
1148,3,11,1.41e-07
1148,3,4,0.249977
1148,3,12,0.408591
1148,4,13,0.249959
1148,4,14,2.28e-07
1149,1,2,1.53517
1149,1,5,4.94e-08
1149,1,6,0.383989
1149,1,7,4.93e-08
1149,2,3,0.767237
1149,2,8,0.383727
1149,2,9,4e-08
1149,2,10,0.38366
1149,3,11,4.23e-08
1149,3,4,0.38352
1149,3,12,0.383542
1149,4,13,0.383476
1149,4,14,5.66e-08
1150,1,2,1.26649
1150,5,1,1.83e-07
1150,1,6,0.316757
1150,7,1,1.82e-07
1150,2,3,0.633011
1150,2,8,0.316579
1150,9,2,1.21e-07
1150,2,10,0.316533
1150,11,3,1.32e-07
1150,3,4,0.316438
1150,3,12,0.316454
1150,4,13,0.316409
1150,14,4,2.2e-07
1151,1,2,0.89718
1151,5,1,1.64e-07
1151,1,6,0.224362
1151,7,1,1.62e-07
1151,2,3,0.448472
1151,2,8,0.224273
1151,9,2,1.11e-07
1151,2,10,0.22425
1151,11,3,1.21e-07
1151,3,4,0.224202
1151,3,12,0.22421
1151,4,13,0.224188
1151,14,4,1.96e-07
1152,1,2,0.525218
1152,5,1,7.75e-08
1152,1,6,0.131327
1152,7,1,7.58e-08
1152,2,3,0.262568
1152,2,8,0.131297
1152,9,2,5.62e-08
1152,2,10,0.131289
1152,11,3,6.1e-08
1152,3,4,0.131273
1152,3,12,0.131275
1152,4,13,0.131268
1152,14,4,9.16e-08
1153,1,2,0.251237
1153,5,1,1.01e-08
1153,1,6,0.0628145
1153,7,1,8.89e-09
1153,2,3,0.125609
1153,2,8,0.0628076
1153,9,2,1.17e-08
1153,2,10,0.0628058
1153,11,3,1.23e-08
1153,3,4,0.0628021
1153,3,12,0.0628027
1153,4,13,0.0628009
1153,14,4,1.05e-08
1154,1,2,0.150596
1154,1,5,2.56e-09
1154,1,6,0.0376509
1154,1,7,2.99e-09
1154,2,3,0.0752948
1154,2,8,0.0376484
1154,9,2,3.76e-10
1154,2,10,0.0376478
1154,11,3,1.89e-10
1154,3,4,0.0376465
1154,3,12,0.0376467
1154,4,13,0.037646
1154,4,14,3.73e-09
1155,1,2,0.150913
1155,5,1,8e-12
1155,1,6,0.03773
1155,7,1,9.26e-12
1155,2,3,0.075453
1155,2,8,0.0377275
1155,2,9,1.32e-12
1155,2,10,0.0377269
1155,3,11,1.07e-12
1155,3,4,0.0377256
1155,3,12,0.0377258
1155,4,13,0.0377251
1155,14,4,1.23e-11
1156,1,2,0.167042
1156,5,1,2.44e-10
1156,1,6,0.0417627
1156,7,1,3.13e-10
1156,2,3,0.0835168
1156,2,8,0.0417597
1156,2,9,1.65e-10
1156,2,10,0.0417589
1156,3,11,1.45e-10
1156,3,4,0.0417572
1156,3,12,0.0417575
1156,4,13,0.0417567
1156,14,4,3.98e-10
1157,1,2,0.282017
1157,1,5,6.4e-09
1157,1,6,0.0705108
1157,1,7,5.91e-09
1157,2,3,0.140997
1157,2,8,0.070502
1157,2,9,6.29e-09
1157,2,10,0.0704998
1157,3,11,6.67e-09
1157,3,4,0.0704951
1157,3,12,0.0704959
1157,4,13,0.0704937
1157,4,14,7.05e-09
1158,1,2,0.592831
1158,1,5,7.69e-08
1158,1,6,0.148237
1158,1,7,7.56e-08
1158,2,3,0.296364
1158,2,8,0.148198
1158,2,9,5.44e-08
1158,2,10,0.148188
1158,3,11,5.91e-08
1158,3,4,0.148167
1158,3,12,0.148171
1158,4,13,0.148161
1158,4,14,9.14e-08
1159,1,2,0.998685
1159,1,5,2.03e-07
1159,1,6,0.249754
1159,1,7,2.01e-07
1159,2,3,0.499195
1159,2,8,0.249644
1159,2,9,1.35e-07
1159,2,10,0.249616
1159,3,11,1.48e-07
1159,3,4,0.249556
1159,3,12,0.249565
1159,4,13,0.249537
1159,4,14,2.44e-07
1160,1,2,1.19283
1160,1,5,1.22e-07
1160,1,6,0.298327
1160,1,7,1.21e-07
1160,2,3,0.596207
1160,2,8,0.298169
1160,2,9,8.01e-08
1160,2,10,0.298129
1160,3,11,8.77e-08
1160,3,4,0.298044
1160,3,12,0.298057
1160,4,13,0.298018
1160,4,14,1.46e-07
1161,1,2,0.998692
1161,5,1,9.85e-08
1161,1,6,0.249756
1161,7,1,9.76e-08
1161,2,3,0.499199
1161,2,8,0.249645
1161,9,2,6.59e-08
1161,2,10,0.249617
1161,11,3,7.2e-08
1161,3,4,0.249558
1161,3,12,0.249567
1161,4,13,0.24954
1161,14,4,1.18e-07
1162,1,2,0.433301
1162,5,1,8.09e-08
1162,1,6,0.148422
1162,7,1,7.86e-08
1162,2,3,0.136475
1162,2,8,0.148397
1162,9,2,5.73e-08
1162,2,10,0.148387
1162,11,3,5.88e-08
1162,4,3,0.0119147
1162,3,12,0.148384
1162,13,4,0.0119147
1162,14,4,8.48e-08
1163,2,1,0.0283334
1163,1,5,7.04e-08
1163,1,6,0.0706808
1163,1,7,7.23e-08
1163,3,2,0.1697
1163,2,8,0.0706844
1163,2,9,4.65e-08
1163,2,10,0.0706822
1163,3,11,5.6e-08
1163,4,3,0.240401
1163,3,12,0.0706918
1163,13,4,0.240418
1163,4,14,1.02e-07
1164,2,1,0.273284
1164,1,5,7.86e-08
1164,1,6,0.0419052
1164,1,7,7.95e-08
1164,3,2,0.357127
1164,2,8,0.0419126
1164,2,9,5.52e-08
1164,2,10,0.0419118
1164,3,11,6.36e-08
1164,4,3,0.399086
1164,3,12,0.0419218
1164,13,4,0.399133
1164,4,14,1.06e-07
1165,2,1,0.389016
1165,1,5,4.9e-08
1165,1,6,0.0378878
1165,1,7,4.95e-08
1165,3,2,0.464847
1165,2,8,0.0378968
1165,2,9,3.64e-08
1165,2,10,0.0378962
1165,3,11,4.12e-08
1165,4,3,0.502818
1165,3,12,0.0379076
1165,13,4,0.502892
1165,4,14,6.46e-08
1166,2,1,0.45196
1166,1,5,3.02e-08
1166,1,6,0.0378266
1166,1,7,3.05e-08
1166,3,2,0.527684
1166,2,8,0.0378369
1166,2,9,2.29e-08
1166,2,10,0.0378363
1166,3,11,2.58e-08
1166,4,3,0.565615
1166,3,12,0.0378492
1166,13,4,0.565708
1166,4,14,3.95e-08
1167,2,1,0.439576
1167,5,1,0.563407
1167,1,6,0.0634169
1167,1,7,3.26e-07
1167,3,2,0.566491
1167,2,8,0.0634344
1167,2,9,2.14e-07
1167,2,10,0.0634326
1167,11,3,0.066252
1167,4,3,0.563787
1167,3,12,0.0634562
1167,13,4,0.56388
1167,4,14,3.88e-07
1168,2,1,1.1629
1168,5,1,0.474706
1168,1,6,0.133532
1168,7,1,0.138272
1168,3,2,1.2921
1168,2,8,0.133625
1168,9,2,0.13835
1168,2,10,0.133617
1168,11,3,0.475303
1168,4,3,0.950993
1168,3,12,0.133727
1168,13,4,0.475608
1168,14,4,0.475647
1169,2,1,0.576309
1169,5,1,0.314858
1169,1,6,0.227809
1169,7,1,0.314912
1169,3,2,0.717212
1169,2,8,0.227902
1169,9,2,0.314955
1169,2,10,0.227879
1169,11,3,0.315059
1169,4,3,0.630297
1169,3,12,0.228001
1169,13,4,0.315198
1169,14,4,0.315215
1170,1,2,0.481637
1170,5,1,0.118979
1170,1,6,0.319184
1170,7,1,0.118986
1170,3,2,0.0377117
1170,2,8,0.319146
1170,9,2,0.118948
1170,2,10,0.3191
1170,11,3,0.118946
1170,4,3,0.237917
1170,3,12,0.319151
1170,13,4,0.118966
1170,14,4,0.118968
1171,1,2,1.23184
1171,1,5,5.17e-07
1171,1,6,0.38491
1171,1,7,5.13e-07
1171,2,3,0.462125
1171,2,8,0.384717
1171,2,9,3.18e-07
1171,2,10,0.384649
1171,3,11,3.42e-07
1171,3,4,0.0774589
1171,3,12,0.384602
1171,4,13,0.0774565
1171,4,14,5.97e-07
1172,1,2,1.47665
1172,1,5,1.95e-07
1172,1,6,0.409022
1172,1,7,1.94e-07
1172,2,3,0.658698
1172,2,8,0.408762
1172,2,9,1.31e-07
1172,2,10,0.408686
1172,3,11,1.41e-07
1172,3,4,0.249977
1172,3,12,0.408591
1172,4,13,0.249959
1172,4,14,2.28e-07
1173,1,2,1.53517
1173,1,5,4.94e-08
1173,1,6,0.383989
1173,1,7,4.93e-08
1173,2,3,0.767237
1173,2,8,0.383727
1173,2,9,4e-08
1173,2,10,0.38366
1173,3,11,4.23e-08
1173,3,4,0.38352
1173,3,12,0.383542
1173,4,13,0.383476
1173,4,14,5.66e-08
1174,1,2,1.26649
1174,5,1,1.83e-07
1174,1,6,0.316757
1174,7,1,1.82e-07
1174,2,3,0.633011
1174,2,8,0.316579
1174,9,2,1.21e-07
