time,from,to,size
404,3,2,0.1697
404,2,8,0.0706844
404,2,9,4.65e-08
404,2,10,0.0706822
404,3,11,5.6e-08
404,4,3,0.240401
404,3,12,0.0706918
404,13,4,0.240418
404,4,14,1.02e-07
405,2,1,0.273284
405,1,5,7.86e-08
405,1,6,0.0419052
405,1,7,7.95e-08
405,3,2,0.357127
405,2,8,0.0419126
405,2,9,5.52e-08
405,2,10,0.0419118
405,3,11,6.36e-08
405,4,3,0.399086
405,3,12,0.0419218
405,13,4,0.399133
405,4,14,1.06e-07
406,2,1,0.389016
406,1,5,4.9e-08
406,1,6,0.0378878
406,1,7,4.95e-08
406,3,2,0.464847
406,2,8,0.0378968
406,2,9,3.64e-08
406,2,10,0.0378962
406,3,11,4.12e-08
406,4,3,0.502818
406,3,12,0.0379076
406,13,4,0.502892
406,4,14,6.46e-08
407,2,1,0.45196
407,1,5,3.02e-08
407,1,6,0.0378266
407,1,7,3.05e-08
407,3,2,0.527684
407,2,8,0.0378369
407,2,9,2.29e-08
407,2,10,0.0378363
407,3,11,2.58e-08
407,4,3,0.565615
407,3,12,0.0378492
407,13,4,0.565708
407,4,14,3.95e-08
408,2,1,0.753852
408,1,5,6.58e-08
408,1,6,0.063264
408,1,7,6.67e-08
408,3,2,0.559353
408,2,8,0.0632918
408,9,2,0.321212
408,2,10,0.06329
408,11,3,0.0602347
408,4,3,0.562522
408,3,12,0.0633134
408,13,4,0.562614
408,4,14,1.01e-07
409,2,1,1.12973
409,5,1,0.475078
409,1,6,0.133638
409,7,1,0.348326
409,3,2,0.922095
409,2,8,0.133726
409,9,2,0.475367
409,2,10,0.133718
409,11,3,0.475555
409,4,3,0.58057
409,3,12,0.133798
409,13,4,0.47575
409,14,4,0.104918
410,2,1,0.576309
410,5,1,0.314857
410,1,6,0.227809
410,7,1,0.314911
410,3,2,0.717211
410,2,8,0.227902
410,9,2,0.314954
410,2,10,0.227878
410,11,3,0.315058
410,4,3,0.630296
410,3,12,0.228
410,13,4,0.315197
410,14,4,0.315215
411,1,2,0.481637
411,5,1,0.118979
411,1,6,0.319184
411,7,1,0.118986
411,3,2,0.0377117
411,2,8,0.319146
411,9,2,0.118948
411,2,10,0.3191
411,11,3,0.118946
411,4,3,0.237917
411,3,12,0.319151
411,13,4,0.118966
411,14,4,0.118968
412,1,2,1.23184
412,1,5,5.17e-07
412,1,6,0.38491
412,1,7,5.13e-07
412,2,3,0.462125
412,2,8,0.384717
412,2,9,3.18e-07
412,2,10,0.384649
412,3,11,3.42e-07
412,3,4,0.0774589
412,3,12,0.384602
412,4,13,0.0774565
412,4,14,5.97e-07
413,1,2,1.47665
413,1,5,1.95e-07
413,1,6,0.409022
413,1,7,1.94e-07
413,2,3,0.658698
413,2,8,0.408762
413,2,9,1.31e-07
413,2,10,0.408686
413,3,11,1.41e-07
413,3,4,0.249977
413,3,12,0.408591
413,4,13,0.249959
413,4,14,2.28e-07
414,1,2,1.53517
414,1,5,4.94e-08
414,1,6,0.383989
414,1,7,4.93e-08
414,2,3,0.767237
414,2,8,0.383727
414,2,9,4e-08
414,2,10,0.38366
414,3,11,4.23e-08
414,3,4,0.38352
414,3,12,0.383542
414,4,13,0.383476
414,4,14,5.66e-08
415,1,2,1.26649
415,5,1,1.83e-07
415,1,6,0.316757
415,7,1,1.82e-07
415,2,3,0.633011
415,2,8,0.316579
415,9,2,1.21e-07
415,2,10,0.316533
415,11,3,1.32e-07
415,3,4,0.316438
415,3,12,0.316454
415,4,13,0.316409
415,14,4,2.2e-07
416,1,2,0.89718
416,5,1,1.64e-07
416,1,6,0.224362
416,7,1,1.62e-07
416,2,3,0.448472
416,2,8,0.224273
416,9,2,1.11e-07
416,2,10,0.22425
416,11,3,1.21e-07
416,3,4,0.224202
416,3,12,0.22421
416,4,13,0.224188
416,14,4,1.96e-07
417,1,2,0.525218
417,5,1,7.75e-08
417,1,6,0.131327
417,7,1,7.58e-08
417,2,3,0.262568
417,2,8,0.131297
417,9,2,5.62e-08
417,2,10,0.131289
417,11,3,6.1e-08
417,3,4,0.131273
417,3,12,0.131275
417,4,13,0.131268
417,14,4,9.16e-08
418,1,2,0.251237
418,5,1,1.01e-08
418,1,6,0.0628145
418,7,1,8.89e-09
418,2,3,0.125609
418,2,8,0.0628076
418,9,2,1.17e-08
418,2,10,0.0628058
418,11,3,1.23e-08
418,3,4,0.0628021
418,3,12,0.0628027
418,4,13,0.0628009
418,14,4,1.05e-08
419,1,2,0.150596
419,1,5,2.56e-09
419,1,6,0.0376509
419,1,7,2.99e-09
419,2,3,0.0752948
419,2,8,0.0376484
419,9,2,3.76e-10
419,2,10,0.0376478
419,11,3,1.89e-10
419,3,4,0.0376465
419,3,12,0.0376467
419,4,13,0.037646
419,4,14,3.73e-09
420,1,2,0.150913
420,5,1,8e-12
420,1,6,0.03773
420,7,1,9.26e-12
420,2,3,0.075453
420,2,8,0.0377275
420,2,9,1.32e-12
420,2,10,0.0377269
420,3,11,1.07e-12
420,3,4,0.0377256
420,3,12,0.0377258
420,4,13,0.0377251
420,14,4,1.23e-11
421,1,2,0.167042
421,5,1,2.44e-10
421,1,6,0.0417627
421,7,1,3.13e-10
421,2,3,0.0835168
421,2,8,0.0417597
421,2,9,1.65e-10
421,2,10,0.0417589
421,3,11,1.45e-10
421,3,4,0.0417572
421,3,12,0.0417575
421,4,13,0.0417567
421,14,4,3.98e-10
422,1,2,0.282017
422,1,5,6.4e-09
422,1,6,0.0705108
422,1,7,5.91e-09
422,2,3,0.140997
422,2,8,0.070502
422,2,9,6.29e-09
422,2,10,0.0704998
422,3,11,6.67e-09
422,3,4,0.0704951
422,3,12,0.0704959
422,4,13,0.0704937
422,4,14,7.05e-09
423,1,2,0.592831
423,1,5,7.69e-08
423,1,6,0.148237
423,1,7,7.56e-08
423,2,3,0.296364
423,2,8,0.148198
423,2,9,5.44e-08
423,2,10,0.148188
423,3,11,5.91e-08
423,3,4,0.148167
423,3,12,0.148171
423,4,13,0.148161
423,4,14,9.14e-08
424,1,2,0.998685
424,1,5,2.03e-07
424,1,6,0.249754
424,1,7,2.01e-07
424,2,3,0.499195
424,2,8,0.249644
424,2,9,1.35e-07
424,2,10,0.249616
424,3,11,1.48e-07
424,3,4,0.249556
424,3,12,0.249565
424,4,13,0.249537
424,4,14,2.44e-07
425,1,2,1.19283
425,1,5,1.22e-07
425,1,6,0.298327
425,1,7,1.21e-07
425,2,3,0.596207
425,2,8,0.298169
425,2,9,8.01e-08
425,2,10,0.298129
425,3,11,8.77e-08
425,3,4,0.298044
425,3,12,0.298057
425,4,13,0.298018
425,4,14,1.46e-07
426,1,2,0.998692
426,5,1,9.85e-08
426,1,6,0.249756
426,7,1,9.76e-08
426,2,3,0.499199
426,2,8,0.249645
426,9,2,6.59e-08
426,2,10,0.249617
426,11,3,7.2e-08
426,3,4,0.249558
426,3,12,0.249567
426,4,13,0.24954
426,14,4,1.18e-07
427,1,2,0.433301
427,5,1,8.09e-08
427,1,6,0.148422
427,7,1,7.86e-08
427,2,3,0.136475
427,2,8,0.148397
427,9,2,5.73e-08
427,2,10,0.148387
427,11,3,5.88e-08
427,4,3,0.0119147
427,3,12,0.148384
427,13,4,0.0119147
427,14,4,8.48e-08
428,2,1,0.0283334
428,1,5,7.04e-08
428,1,6,0.0706808
428,1,7,7.23e-08
428,3,2,0.1697
428,2,8,0.0706844
428,2,9,4.65e-08
428,2,10,0.0706822
428,3,11,5.6e-08
428,4,3,0.240401
428,3,12,0.0706918
428,13,4,0.240418
428,4,14,1.02e-07
429,2,1,0.273284
429,1,5,7.86e-08
429,1,6,0.0419052
429,1,7,7.95e-08
429,3,2,0.357127
429,2,8,0.0419126
429,2,9,5.52e-08
429,2,10,0.0419118
429,3,11,6.36e-08
429,4,3,0.399086
429,3,12,0.0419218
429,13,4,0.399133
429,4,14,1.06e-07
430,2,1,0.389016
430,1,5,4.9e-08
430,1,6,0.0378878
430,1,7,4.95e-08
430,3,2,0.464847
430,2,8,0.0378968
430,2,9,3.64e-08
430,2,10,0.0378962
430,3,11,4.12e-08
430,4,3,0.502818
430,3,12,0.0379076
430,13,4,0.502892
430,4,14,6.46e-08
431,2,1,0.45196
431,1,5,3.02e-08
431,1,6,0.0378266
431,1,7,3.05e-08
431,3,2,0.527684
431,2,8,0.0378369
431,2,9,2.29e-08
431,2,10,0.0378363
431,3,11,2.58e-08
431,4,3,0.565615
431,3,12,0.0378492
431,13,4,0.565708
431,4,14,3.95e-08
432,2,1,1.33834
432,1,5,6.09e-07
432,1,6,0.0635364
432,1,7,6.11e-07
432,3,2,0.989889
432,2,8,0.0635849
432,9,2,0.476038
432,2,10,0.0635831
432,3,11,4.73e-07
432,4,3,1.0538
432,3,12,0.0636231
432,13,4,0.565527
432,14,4,0.488593
433,2,1,1.50265
433,5,1,0.138541
433,1,6,0.133802
433,7,1,0.475456
433,3,2,1.29494
433,2,8,0.133918
433,9,2,0.476051
433,2,10,0.13391
433,11,3,0.476347
433,4,3,0.95308
433,3,12,0.134021
433,13,4,0.476652
433,14,4,0.476691
434,2,1,0.576313
434,5,1,0.314859
434,1,6,0.22781
434,7,1,0.314913
434,3,2,0.717215
434,2,8,0.227902
434,9,2,0.314955
434,2,10,0.227879
434,11,3,0.315059
434,4,3,0.6303
434,3,12,0.228001
434,13,4,0.315199
434,14,4,0.315216
435,1,2,0.481637
435,5,1,0.118979
435,1,6,0.319184
435,7,1,0.118986
435,3,2,0.0377117
435,2,8,0.319146
435,9,2,0.118948
435,2,10,0.3191
435,11,3,0.118946
435,4,3,0.237917
435,3,12,0.319151
435,13,4,0.118966
435,14,4,0.118968
436,1,2,1.23184
436,1,5,5.17e-07
436,1,6,0.38491
436,1,7,5.13e-07
436,2,3,0.462125
436,2,8,0.384717
436,2,9,3.18e-07
436,2,10,0.384649
436,3,11,3.42e-07
436,3,4,0.0774589
436,3,12,0.384602
436,4,13,0.0774565
436,4,14,5.97e-07
437,1,2,1.47665
437,1,5,1.95e-07
437,1,6,0.409022
437,1,7,1.94e-07
437,2,3,0.658698
437,2,8,0.408762
437,2,9,1.31e-07
437,2,10,0.408686
437,3,11,1.41e-07
437,3,4,0.249977
437,3,12,0.408591
437,4,13,0.249959
437,4,14,2.28e-07
438,1,2,1.53517
438,1,5,4.94e-08
438,1,6,0.383989
438,1,7,4.93e-08
438,2,3,0.767237
438,2,8,0.383727
438,2,9,4e-08
438,2,10,0.38366
438,3,11,4.23e-08
438,3,4,0.38352
438,3,12,0.383542
438,4,13,0.383476
438,4,14,5.66e-08
439,1,2,1.26649
439,5,1,1.83e-07
439,1,6,0.316757
439,7,1,1.82e-07
439,2,3,0.633011
439,2,8,0.316579
439,9,2,1.21e-07
439,2,10,0.316533
439,11,3,1.32e-07
439,3,4,0.316438
439,3,12,0.316454
439,4,13,0.316409
439,14,4,2.2e-07
440,1,2,0.89718
440,5,1,1.64e-07
440,1,6,0.224362
440,7,1,1.62e-07
440,2,3,0.448472
440,2,8,0.224273
440,9,2,1.11e-07
440,2,10,0.22425
440,11,3,1.21e-07
440,3,4,0.224202
440,3,12,0.22421
440,4,13,0.224188
440,14,4,1.96e-07
441,1,2,0.525218
441,5,1,7.75e-08
441,1,6,0.131327
441,7,1,7.58e-08
441,2,3,0.262568
441,2,8,0.131297
441,9,2,5.62e-08
441,2,10,0.131289
441,11,3,6.1e-08
441,3,4,0.131273
441,3,12,0.131275
441,4,13,0.131268
441,14,4,9.16e-08
442,1,2,0.251237
442,5,1,1.01e-08
442,1,6,0.0628145
442,7,1,8.89e-09
442,2,3,0.125609
442,2,8,0.0628076
442,9,2,1.17e-08
442,2,10,0.0628058
442,11,3,1.23e-08
442,3,4,0.0628021
442,3,12,0.0628027
442,4,13,0.0628009
442,14,4,1.05e-08
443,1,2,0.150596
443,1,5,2.56e-09
443,1,6,0.0376509
443,1,7,2.99e-09
443,2,3,0.0752948
443,2,8,0.0376484
443,9,2,3.76e-10
443,2,10,0.0376478
443,11,3,1.89e-10
443,3,4,0.0376465
443,3,12,0.0376467
443,4,13,0.037646
443,4,14,3.73e-09
444,1,2,0.150913
444,5,1,8e-12
444,1,6,0.03773
444,7,1,9.26e-12
444,2,3,0.075453
444,2,8,0.0377275
444,2,9,1.32e-12
444,2,10,0.0377269
444,3,11,1.07e-12
444,3,4,0.0377256
444,3,12,0.0377258
444,4,13,0.0377251
444,14,4,1.23e-11
445,1,2,0.167042
445,5,1,2.44e-10
445,1,6,0.0417627
445,7,1,3.13e-10
445,2,3,0.0835168
445,2,8,0.0417597
445,2,9,1.65e-10
445,2,10,0.0417589
445,3,11,1.45e-10
445,3,4,0.0417572
445,3,12,0.0417575
445,4,13,0.0417567
445,14,4,3.98e-10
446,1,2,0.282017
446,1,5,6.4e-09
446,1,6,0.0705108
446,1,7,5.91e-09
446,2,3,0.140997
446,2,8,0.070502
446,2,9,6.29e-09
446,2,10,0.0704998
446,3,11,6.67e-09
446,3,4,0.0704951
446,3,12,0.0704959
446,4,13,0.0704937
446,4,14,7.05e-09
447,1,2,0.592831
447,1,5,7.69e-08
447,1,6,0.148237
447,1,7,7.56e-08
447,2,3,0.296364
447,2,8,0.148198
447,2,9,5.44e-08
447,2,10,0.148188
447,3,11,5.91e-08
447,3,4,0.148167
447,3,12,0.148171
447,4,13,0.148161
447,4,14,9.14e-08
448,1,2,0.998685
448,1,5,2.03e-07
448,1,6,0.249754
448,1,7,2.01e-07
448,2,3,0.499195
448,2,8,0.249644
448,2,9,1.35e-07
448,2,10,0.249616
448,3,11,1.48e-07
448,3,4,0.249556
448,3,12,0.249565
448,4,13,0.249537
448,4,14,2.44e-07
449,1,2,1.19283
449,1,5,1.22e-07
449,1,6,0.298327
449,1,7,1.21e-07
449,2,3,0.596207
449,2,8,0.298169
449,2,9,8.01e-08
449,2,10,0.298129
449,3,11,8.77e-08
449,3,4,0.298044
449,3,12,0.298057
449,4,13,0.298018
449,4,14,1.46e-07
450,1,2,0.998692
450,5,1,9.85e-08
450,1,6,0.249756
450,7,1,9.76e-08
450,2,3,0.499199
450,2,8,0.249645
450,9,2,6.59e-08
450,2,10,0.249617
450,11,3,7.2e-08
450,3,4,0.249558
450,3,12,0.249567
450,4,13,0.24954
450,14,4,1.18e-07
451,1,2,0.433301
451,5,1,8.09e-08
451,1,6,0.148422
451,7,1,7.86e-08
451,2,3,0.136475
451,2,8,0.148397
451,9,2,5.73e-08
451,2,10,0.148387
451,11,3,5.88e-08
451,4,3,0.0119147
451,3,12,0.148384
451,13,4,0.0119147
451,14,4,8.48e-08
452,2,1,0.0283334
452,1,5,7.04e-08
452,1,6,0.0706808
452,1,7,7.23e-08
452,3,2,0.1697
452,2,8,0.0706844
452,2,9,4.65e-08
452,2,10,0.0706822
452,3,11,5.6e-08
452,4,3,0.240401
452,3,12,0.0706918
452,13,4,0.240418
452,4,14,1.02e-07
453,2,1,0.273284
453,1,5,7.86e-08
453,1,6,0.0419052
453,1,7,7.95e-08
453,3,2,0.357127
453,2,8,0.0419126
453,2,9,5.52e-08
453,2,10,0.0419118
453,3,11,6.36e-08
453,4,3,0.399086
453,3,12,0.0419218
453,13,4,0.399133
453,4,14,1.06e-07
454,2,1,0.389016
454,1,5,4.9e-08
454,1,6,0.0378878
454,1,7,4.95e-08
454,3,2,0.464847
454,2,8,0.0378968
454,2,9,3.64e-08
454,2,10,0.0378962
454,3,11,4.12e-08
454,4,3,0.502818
454,3,12,0.0379076
454,13,4,0.502892
454,4,14,6.46e-08
455,2,1,0.45196
455,1,5,3.02e-08
455,1,6,0.0378266
455,1,7,3.05e-08
455,3,2,0.527684
455,2,8,0.0378369
455,2,9,2.29e-08
455,2,10,0.0378363
455,3,11,2.58e-08
455,4,3,0.565615
455,3,12,0.0378492
455,13,4,0.565708
455,4,14,3.95e-08
456,2,1,0.439576
456,5,1,0.563407
456,1,6,0.0634169
456,1,7,3.26e-07
456,3,2,0.566491
456,2,8,0.0634344
456,2,9,2.14e-07
456,2,10,0.0634326
456,11,3,0.066252
456,4,3,0.563787
456,3,12,0.0634562
456,13,4,0.56388
456,4,14,3.88e-07
457,2,1,1.1629
457,5,1,0.474706
457,1,6,0.133532
457,7,1,0.138272
457,3,2,1.2921
457,2,8,0.133625
457,9,2,0.13835
457,2,10,0.133617
457,11,3,0.475303
457,4,3,0.950993
457,3,12,0.133727
457,13,4,0.475608
457,14,4,0.475647
458,2,1,0.576309
458,5,1,0.314858
458,1,6,0.227809
458,7,1,0.314912
458,3,2,0.717212
458,2,8,0.227902
458,9,2,0.314955
458,2,10,0.227879
458,11,3,0.315059
458,4,3,0.630297
458,3,12,0.228001
458,13,4,0.315198
458,14,4,0.315215
459,1,2,0.481637
459,5,1,0.118979
459,1,6,0.319184
459,7,1,0.118986
459,3,2,0.0377117
459,2,8,0.319146
459,9,2,0.118948
459,2,10,0.3191
459,11,3,0.118946
459,4,3,0.237917
459,3,12,0.319151
459,13,4,0.118966
459,14,4,0.118968
460,1,2,1.23184
460,1,5,5.17e-07
460,1,6,0.38491
460,1,7,5.13e-07
460,2,3,0.462125
460,2,8,0.384717
460,2,9,3.18e-07
460,2,10,0.384649
460,3,11,3.42e-07
460,3,4,0.0774589
460,3,12,0.384602
460,4,13,0.0774565
460,4,14,5.97e-07
461,1,2,1.47665
461,1,5,1.95e-07
461,1,6,0.409022
461,1,7,1.94e-07
461,2,3,0.658698
461,2,8,0.408762
461,2,9,1.31e-07
461,2,10,0.408686
461,3,11,1.41e-07
461,3,4,0.249977
461,3,12,0.408591
461,4,13,0.249959
461,4,14,2.28e-07
462,1,2,1.53517
462,1,5,4.94e-08
462,1,6,0.383989
462,1,7,4.93e-08
462,2,3,0.767237
462,2,8,0.383727
462,2,9,4e-08
462,2,10,0.38366
462,3,11,4.23e-08
462,3,4,0.38352
462,3,12,0.383542
462,4,13,0.383476
462,4,14,5.66e-08
463,1,2,1.26649
463,5,1,1.83e-07
463,1,6,0.316757
463,7,1,1.82e-07
463,2,3,0.633011
463,2,8,0.316579
463,9,2,1.21e-07
463,2,10,0.316533
463,11,3,1.32e-07
463,3,4,0.316438
463,3,12,0.316454
463,4,13,0.316409
463,14,4,2.2e-07
464,1,2,0.89718
464,5,1,1.64e-07
464,1,6,0.224362
464,7,1,1.62e-07
464,2,3,0.448472
464,2,8,0.224273
464,9,2,1.11e-07
464,2,10,0.22425
464,11,3,1.21e-07
464,3,4,0.224202
464,3,12,0.22421
464,4,13,0.224188
464,14,4,1.96e-07
465,1,2,0.525218
465,5,1,7.75e-08
465,1,6,0.131327
465,7,1,7.58e-08
465,2,3,0.262568
465,2,8,0.131297
465,9,2,5.62e-08
465,2,10,0.131289
465,11,3,6.1e-08
465,3,4,0.131273
465,3,12,0.131275
465,4,13,0.131268
465,14,4,9.16e-08
466,1,2,0.251237
466,5,1,1.01e-08
466,1,6,0.0628145
466,7,1,8.89e-09
466,2,3,0.125609
466,2,8,0.0628076
466,9,2,1.17e-08
466,2,10,0.0628058
466,11,3,1.23e-08
466,3,4,0.0628021
466,3,12,0.0628027
466,4,13,0.0628009
466,14,4,1.05e-08
467,1,2,0.150596
467,1,5,2.56e-09
467,1,6,0.0376509
467,1,7,2.99e-09
467,2,3,0.0752948
467,2,8,0.0376484
467,9,2,3.76e-10
467,2,10,0.0376478
467,11,3,1.89e-10
467,3,4,0.0376465
467,3,12,0.0376467
467,4,13,0.037646
467,4,14,3.73e-09
468,1,2,0.150913
468,5,1,8e-12
468,1,6,0.03773
468,7,1,9.26e-12
468,2,3,0.075453
468,2,8,0.0377275
468,2,9,1.32e-12
468,2,10,0.0377269
468,3,11,1.07e-12
468,3,4,0.0377256
468,3,12,0.0377258
468,4,13,0.0377251
468,14,4,1.23e-11
469,1,2,0.167042
469,5,1,2.44e-10
469,1,6,0.0417627
469,7,1,3.13e-10
469,2,3,0.0835168
469,2,8,0.0417597
469,2,9,1.65e-10
469,2,10,0.0417589
469,3,11,1.45e-10
469,3,4,0.0417572
469,3,12,0.0417575
469,4,13,0.0417567
469,14,4,3.98e-10
470,1,2,0.282017
470,1,5,6.4e-09
470,1,6,0.0705108
470,1,7,5.91e-09
470,2,3,0.140997
470,2,8,0.070502
470,2,9,6.29e-09
470,2,10,0.0704998
470,3,11,6.67e-09
470,3,4,0.0704951
470,3,12,0.0704959
470,4,13,0.0704937
470,4,14,7.05e-09
471,1,2,0.592831
471,1,5,7.69e-08
471,1,6,0.148237
471,1,7,7.56e-08
471,2,3,0.296364
471,2,8,0.148198
471,2,9,5.44e-08
471,2,10,0.148188
471,3,11,5.91e-08
471,3,4,0.148167
471,3,12,0.148171
471,4,13,0.148161
471,4,14,9.14e-08
472,1,2,0.998685
472,1,5,2.03e-07
472,1,6,0.249754
472,1,7,2.01e-07
472,2,3,0.499195
472,2,8,0.249644
472,2,9,1.35e-07
472,2,10,0.249616
472,3,11,1.48e-07
472,3,4,0.249556
472,3,12,0.249565
472,4,13,0.249537
472,4,14,2.44e-07
473,1,2,1.19283
473,1,5,1.22e-07
473,1,6,0.298327
473,1,7,1.21e-07
473,2,3,0.596207
473,2,8,0.298169
473,2,9,8.01e-08
473,2,10,0.298129
473,3,11,8.77e-08
473,3,4,0.298044
473,3,12,0.298057
473,4,13,0.298018
473,4,14,1.46e-07
474,1,2,0.998692
474,5,1,9.85e-08
474,1,6,0.249756
474,7,1,9.76e-08
474,2,3,0.499199
474,2,8,0.249645
474,9,2,6.59e-08
474,2,10,0.249617
474,11,3,7.2e-08
474,3,4,0.249558
474,3,12,0.249567
474,4,13,0.24954
474,14,4,1.18e-07
475,1,2,0.26373
475,1,5,0.0376802
475,1,6,0.0376796
475,1,7,0.0376794
475,2,3,0.150691
475,2,8,0.0376748
475,2,9,0.0376748
475,2,10,0.0376742
475,3,11,0.0376718
475,3,4,0.075341
475,3,12,0.0376713
475,4,13,0.0376698
475,4,14,0.0376696
476,1,2,0.291873
476,1,5,0.0417016
476,1,6,0.0417009
476,1,7,0.0417006
476,2,3,0.16677
476,2,8,0.041695
476,2,9,0.041695
476,2,10,0.0416942
476,3,11,0.0416913
476,3,4,0.0833796
476,3,12,0.0416908
476,4,13,0.0416889
476,4,14,0.0416886
477,1,2,0.492247
477,1,5,0.0703364
477,1,6,0.0703343
477,1,7,0.0703336
477,2,3,0.281241
477,2,8,0.0703176
477,2,9,0.0703176
477,2,10,0.0703154
477,3,11,0.0703071
477,3,4,0.140605
477,3,12,0.0703055
477,4,13,0.0703002
477,4,14,0.0702993
478,1,2,1.03177
478,1,5,0.147463
478,1,6,0.147454
478,1,7,0.147451
478,2,3,0.58939
478,2,8,0.147381
478,2,9,0.147381
478,2,10,0.147371
478,3,11,0.147335
478,3,4,0.294629
478,3,12,0.147327
478,4,13,0.147304
478,4,14,0.1473
479,1,2,1.73151
479,1,5,0.247551
479,1,6,0.247526
479,1,7,0.247517
479,2,3,0.988889
479,2,8,0.247318
479,2,9,0.247318
479,2,10,0.24729
479,3,11,0.247186
479,3,4,0.494256
479,3,12,0.247163
479,4,13,0.247097
479,4,14,0.247086
480,1,2,2.06435
480,1,5,0.295182
480,1,6,0.295146
480,1,7,0.295134
480,2,3,1.17885
480,2,8,0.294849
480,2,9,0.294849
480,2,10,0.294809
480,3,11,0.294661
480,3,4,0.58916
480,3,12,0.29463
480,4,13,0.294536
480,4,14,0.29452
481,1,2,1.73155
481,1,5,0.247559
481,1,6,0.247533
481,1,7,0.247525
481,2,3,0.988922
481,2,8,0.247323
481,2,9,0.247323
481,2,10,0.247295
481,3,11,0.247191
481,3,4,0.494275
481,3,12,0.247172
481,4,13,0.247106
481,4,14,0.247095
482,1,2,0.433301
482,5,1,2.08e-07
482,1,6,0.148423
482,7,1,2.02e-07
482,2,3,0.136475
482,2,8,0.148397
482,9,2,1.43e-07
482,2,10,0.148387
482,11,3,1.47e-07
482,4,3,0.011915
482,3,12,0.148385
482,13,4,0.0119149
482,14,4,2.19e-07
483,2,1,0.0283334
483,1,5,7.04e-08
483,1,6,0.0706808
483,1,7,7.23e-08
483,3,2,0.1697
483,2,8,0.0706844
483,2,9,4.65e-08
483,2,10,0.0706822
483,3,11,5.6e-08
483,4,3,0.240401
483,3,12,0.0706918
483,13,4,0.240418
483,4,14,1.02e-07
484,2,1,0.273284
484,1,5,7.86e-08
484,1,6,0.0419052
484,1,7,7.95e-08
484,3,2,0.357127
484,2,8,0.0419126
484,2,9,5.52e-08
484,2,10,0.0419118
484,3,11,6.36e-08
484,4,3,0.399086
484,3,12,0.0419218
484,13,4,0.399133
484,4,14,1.06e-07
485,2,1,0.389016
485,1,5,4.9e-08
485,1,6,0.0378878
485,1,7,4.95e-08
485,3,2,0.464847
485,2,8,0.0378968
485,2,9,3.64e-08
485,2,10,0.0378962
485,3,11,4.12e-08
485,4,3,0.502818
485,3,12,0.0379076
485,13,4,0.502892
485,4,14,6.46e-08
486,2,1,0.45196
486,1,5,3.02e-08
486,1,6,0.0378266
486,1,7,3.05e-08
486,3,2,0.527684
486,2,8,0.0378369
486,2,9,2.29e-08
486,2,10,0.0378363
486,3,11,2.58e-08
486,4,3,0.565615
486,3,12,0.0378492
486,13,4,0.565708
486,4,14,3.95e-08
487,2,1,0.753852
487,1,5,6.58e-08
487,1,6,0.063264
487,1,7,6.67e-08
487,3,2,0.559353
487,2,8,0.0632918
487,9,2,0.321212
487,2,10,0.06329
487,11,3,0.0602347
487,4,3,0.562522
487,3,12,0.0633134
487,13,4,0.562614
487,4,14,1.01e-07
488,2,1,1.12973
488,5,1,0.475078
488,1,6,0.133638
488,7,1,0.348326
488,3,2,0.922095
488,2,8,0.133726
488,9,2,0.475367
488,2,10,0.133718
488,11,3,0.475555
488,4,3,0.58057
488,3,12,0.133798
488,13,4,0.47575
488,14,4,0.104918
489,2,1,0.576309
489,5,1,0.314857
489,1,6,0.227809
489,7,1,0.314911
489,3,2,0.717211
489,2,8,0.227902
489,9,2,0.314954
489,2,10,0.227878
489,11,3,0.315058
489,4,3,0.630296
489,3,12,0.228
489,13,4,0.315197
489,14,4,0.315215
490,1,2,0.481637
490,5,1,0.118979
490,1,6,0.319184
490,7,1,0.118986
490,3,2,0.0377117
490,2,8,0.319146
490,9,2,0.118948
490,2,10,0.3191
490,11,3,0.118946
490,4,3,0.237917
490,3,12,0.319151
490,13,4,0.118966
490,14,4,0.118968
491,1,2,1.23184
491,1,5,5.17e-07
491,1,6,0.38491
491,1,7,5.13e-07
491,2,3,0.462125
491,2,8,0.384717
491,2,9,3.18e-07
491,2,10,0.384649
491,3,11,3.42e-07
491,3,4,0.0774589
491,3,12,0.384602
491,4,13,0.0774565
491,4,14,5.97e-07
492,1,2,1.47665
492,1,5,1.95e-07
492,1,6,0.409022
492,1,7,1.94e-07
492,2,3,0.658698
492,2,8,0.408762
492,2,9,1.31e-07
492,2,10,0.408686
492,3,11,1.41e-07
492,3,4,0.249977
492,3,12,0.408591
492,4,13,0.249959
492,4,14,2.28e-07
493,1,2,1.53517
493,1,5,4.94e-08
493,1,6,0.383989
493,1,7,4.93e-08
493,2,3,0.767237
493,2,8,0.383727
493,2,9,4e-08
493,2,10,0.38366
493,3,11,4.23e-08
493,3,4,0.38352
493,3,12,0.383542
493,4,13,0.383476
493,4,14,5.66e-08
494,1,2,1.26649
494,5,1,1.83e-07
494,1,6,0.316757
494,7,1,1.82e-07
494,2,3,0.633011
494,2,8,0.316579
494,9,2,1.21e-07
494,2,10,0.316533
494,11,3,1.32e-07
494,3,4,0.316438
494,3,12,0.316454
494,4,13,0.316409
494,14,4,2.2e-07
495,1,2,0.89718
495,5,1,1.64e-07
495,1,6,0.224362
495,7,1,1.62e-07
495,2,3,0.448472
495,2,8,0.224273
495,9,2,1.11e-07
495,2,10,0.22425
495,11,3,1.21e-07
495,3,4,0.224202
