hour, t(sec), P1 (kW), Q1 (kvar)
376, 0.00000, -0.565708, -0.273993
377, 0.00000, -0.56388, -0.273124
378, 0.00000, -0.475608, -0.230383
379, 0.00000, -0.315198, -0.152646
380, 0.00000, -0.118966, -0.0576198
381, 0.00000, 0.0774565, 0.0375161
382, 0.00000, 0.249959, 0.121063
383, 0.00000, 0.383476, 0.185724
384, 0.00000, 0.316409, 0.153236
385, 0.00000, 0.224188, 0.108575
386, 0.00000, 0.131268, 0.0635749
387, 0.00000, 0.0628009, 0.0304158
388, 0.00000, 0.037646, 0.0182328
389, 0.00000, 0.0377251, 0.0182711
390, 0.00000, 0.0417567, 0.0202237
391, 0.00000, 0.0704937, 0.0341415
392, 0.00000, 0.148161, 0.0717578
393, 0.00000, 0.249537, 0.12086
394, 0.00000, 0.298018, 0.144338
395, 0.00000, 0.24954, 0.120854
396, 0.00000, 0.0376698, 0.0182443
397, 0.00000, 0.0416889, 0.0201908
398, 0.00000, 0.0703002, 0.034048
399, 0.00000, 0.147304, 0.0713461
400, 0.00000, 0.247097, 0.119693
401, 0.00000, 0.294536, 0.142662
402, 0.00000, 0.247106, 0.119668
403, 0.00000, -0.0119149, -0.00576975
404, 0.00000, -0.240418, -0.116443
405, 0.00000, -0.399133, -0.193316
406, 0.00000, -0.502892, -0.243569
407, 0.00000, -0.565708, -0.273993
408, 0.00000, -0.562614, -0.2725
409, 0.00000, -0.47575, -0.230472
410, 0.00000, -0.315197, -0.152643
411, 0.00000, -0.118966, -0.0576198
412, 0.00000, 0.0774565, 0.0375161
413, 0.00000, 0.249959, 0.121063
414, 0.00000, 0.383476, 0.185724
415, 0.00000, 0.316409, 0.153236
416, 0.00000, 0.224188, 0.108575
417, 0.00000, 0.131268, 0.0635749
418, 0.00000, 0.0628009, 0.0304158
419, 0.00000, 0.037646, 0.0182328
420, 0.00000, 0.0377251, 0.0182711
421, 0.00000, 0.0417567, 0.0202237
422, 0.00000, 0.0704937, 0.0341415
423, 0.00000, 0.148161, 0.0717578
424, 0.00000, 0.249537, 0.12086
425, 0.00000, 0.298018, 0.144338
426, 0.00000, 0.24954, 0.120854
427, 0.00000, -0.0119147, -0.00577023
428, 0.00000, -0.240418, -0.116443
429, 0.00000, -0.399133, -0.193316
430, 0.00000, -0.502892, -0.243569
431, 0.00000, -0.565708, -0.273993
432, 0.00000, -0.565527, -0.273941
433, 0.00000, -0.476652, -0.230892
434, 0.00000, -0.315199, -0.152641
435, 0.00000, -0.118966, -0.0576198
436, 0.00000, 0.0774565, 0.0375161
437, 0.00000, 0.249959, 0.121063
438, 0.00000, 0.383476, 0.185724
439, 0.00000, 0.316409, 0.153236
440, 0.00000, 0.224188, 0.108575
441, 0.00000, 0.131268, 0.0635749
442, 0.00000, 0.0628009, 0.0304158
443, 0.00000, 0.037646, 0.0182328
444, 0.00000, 0.0377251, 0.0182711
445, 0.00000, 0.0417567, 0.0202237
446, 0.00000, 0.0704937, 0.0341415
447, 0.00000, 0.148161, 0.0717578
448, 0.00000, 0.249537, 0.12086
449, 0.00000, 0.298018, 0.144338
450, 0.00000, 0.24954, 0.120854
451, 0.00000, -0.0119147, -0.00577023
452, 0.00000, -0.240418, -0.116443
453, 0.00000, -0.399133, -0.193316
454, 0.00000, -0.502892, -0.243569
455, 0.00000, -0.565708, -0.273993
456, 0.00000, -0.56388, -0.273124
457, 0.00000, -0.475608, -0.230383
458, 0.00000, -0.315198, -0.152646
459, 0.00000, -0.118966, -0.0576198
460, 0.00000, 0.0774565, 0.0375161
461, 0.00000, 0.249959, 0.121063
462, 0.00000, 0.383476, 0.185724
463, 0.00000, 0.316409, 0.153236
464, 0.00000, 0.224188, 0.108575
465, 0.00000, 0.131268, 0.0635749
466, 0.00000, 0.0628009, 0.0304158
467, 0.00000, 0.037646, 0.0182328
468, 0.00000, 0.0377251, 0.0182711
469, 0.00000, 0.0417567, 0.0202237
470, 0.00000, 0.0704937, 0.0341415
471, 0.00000, 0.148161, 0.0717578
472, 0.00000, 0.249537, 0.12086
473, 0.00000, 0.298018, 0.144338
474, 0.00000, 0.24954, 0.120854
475, 0.00000, 0.0376698, 0.0182443
476, 0.00000, 0.0416889, 0.0201908
477, 0.00000, 0.0703002, 0.034048
478, 0.00000, 0.147304, 0.0713461
479, 0.00000, 0.247097, 0.119693
480, 0.00000, 0.294536, 0.142662
481, 0.00000, 0.247106, 0.119668
482, 0.00000, -0.0119149, -0.00576975
483, 0.00000, -0.240418, -0.116443
484, 0.00000, -0.399133, -0.193316
485, 0.00000, -0.502892, -0.243569
486, 0.00000, -0.565708, -0.273993
487, 0.00000, -0.562614, -0.2725
488, 0.00000, -0.47575, -0.230472
489, 0.00000, -0.315197, -0.152643
490, 0.00000, -0.118966, -0.0576198
491, 0.00000, 0.0774565, 0.0375161
492, 0.00000, 0.249959, 0.121063
493, 0.00000, 0.383476, 0.185724
494, 0.00000, 0.316409, 0.153236
495, 0.00000, 0.224188, 0.108575
496, 0.00000, 0.131268, 0.0635749
497, 0.00000, 0.0628009, 0.0304158
498, 0.00000, 0.037646, 0.0182328
499, 0.00000, 0.0377251, 0.0182711
500, 0.00000, 0.0417567, 0.0202237
501, 0.00000, 0.0704937, 0.0341415
502, 0.00000, 0.148161, 0.0717578
503, 0.00000, 0.249537, 0.12086
504, 0.00000, 0.298018, 0.144338
505, 0.00000, 0.24954, 0.120854
506, 0.00000, -0.0119147, -0.00577023
507, 0.00000, -0.240418, -0.116443
508, 0.00000, -0.399133, -0.193316
509, 0.00000, -0.502892, -0.243569
510, 0.00000, -0.565708, -0.273993
511, 0.00000, -0.565527, -0.273941
512, 0.00000, -0.476652, -0.230892
513, 0.00000, -0.315199, -0.152641
514, 0.00000, -0.118966, -0.0576198
515, 0.00000, 0.0774565, 0.0375161
516, 0.00000, 0.249959, 0.121063
517, 0.00000, 0.383476, 0.185724
518, 0.00000, 0.316409, 0.153236
519, 0.00000, 0.224188, 0.108575
520, 0.00000, 0.131268, 0.0635749
521, 0.00000, 0.0628009, 0.0304158
522, 0.00000, 0.037646, 0.0182328
523, 0.00000, 0.0377251, 0.0182711
524, 0.00000, 0.0417567, 0.0202237
525, 0.00000, 0.0704937, 0.0341415
526, 0.00000, 0.148161, 0.0717578
527, 0.00000, 0.249537, 0.12086
528, 0.00000, 0.298018, 0.144338
529, 0.00000, 0.24954, 0.120854
530, 0.00000, -0.0119147, -0.00577023
531, 0.00000, -0.240418, -0.116443
532, 0.00000, -0.399133, -0.193316
533, 0.00000, -0.502892, -0.243569
534, 0.00000, -0.565708, -0.273993
535, 0.00000, -0.56388, -0.273124
536, 0.00000, -0.475608, -0.230383
537, 0.00000, -0.315198, -0.152646
538, 0.00000, -0.118966, -0.0576198
539, 0.00000, 0.0774565, 0.0375161
540, 0.00000, 0.249959, 0.121063
541, 0.00000, 0.383476, 0.185724
542, 0.00000, 0.316409, 0.153236
543, 0.00000, 0.224188, 0.108575
544, 0.00000, 0.131268, 0.0635749
545, 0.00000, 0.0628009, 0.0304158
546, 0.00000, 0.037646, 0.0182328
547, 0.00000, 0.0377251, 0.0182711
548, 0.00000, 0.0417567, 0.0202237
549, 0.00000, 0.0704937, 0.0341415
550, 0.00000, 0.148161, 0.0717578
551, 0.00000, 0.249537, 0.12086
552, 0.00000, 0.298018, 0.144338
553, 0.00000, 0.24954, 0.120854
554, 0.00000, 0.0376698, 0.0182443
555, 0.00000, 0.0416889, 0.0201908
556, 0.00000, 0.0703002, 0.034048
557, 0.00000, 0.147304, 0.0713461
558, 0.00000, 0.247097, 0.119693
559, 0.00000, 0.294536, 0.142662
560, 0.00000, 0.247106, 0.119668
561, 0.00000, -0.0119149, -0.00576975
562, 0.00000, -0.240418, -0.116443
563, 0.00000, -0.399133, -0.193316
564, 0.00000, -0.502892, -0.243569
565, 0.00000, -0.565708, -0.273993
566, 0.00000, -0.562614, -0.2725
567, 0.00000, -0.47575, -0.230472
568, 0.00000, -0.315197, -0.152643
569, 0.00000, -0.118966, -0.0576198
570, 0.00000, 0.0774565, 0.0375161
571, 0.00000, 0.249959, 0.121063
572, 0.00000, 0.383476, 0.185724
573, 0.00000, 0.316409, 0.153236
574, 0.00000, 0.224188, 0.108575
575, 0.00000, 0.131268, 0.0635749
576, 0.00000, 0.0628009, 0.0304158
577, 0.00000, 0.037646, 0.0182328
578, 0.00000, 0.0377251, 0.0182711
579, 0.00000, 0.0417567, 0.0202237
580, 0.00000, 0.0704937, 0.0341415
581, 0.00000, 0.148161, 0.0717578
582, 0.00000, 0.249537, 0.12086
583, 0.00000, 0.298018, 0.144338
584, 0.00000, 0.24954, 0.120854
585, 0.00000, -0.0119147, -0.00577023
586, 0.00000, -0.240418, -0.116443
587, 0.00000, -0.399133, -0.193316
588, 0.00000, -0.502892, -0.243569
589, 0.00000, -0.565708, -0.273993
590, 0.00000, -0.565527, -0.273941
591, 0.00000, -0.476652, -0.230892
592, 0.00000, -0.315199, -0.152641
593, 0.00000, -0.118966, -0.0576198
594, 0.00000, 0.0774565, 0.0375161
595, 0.00000, 0.249959, 0.121063
596, 0.00000, 0.383476, 0.185724
597, 0.00000, 0.316409, 0.153236
598, 0.00000, 0.224188, 0.108575
599, 0.00000, 0.131268, 0.0635749
600, 0.00000, 0.0628009, 0.0304158
601, 0.00000, 0.037646, 0.0182328
602, 0.00000, 0.0377251, 0.0182711
603, 0.00000, 0.0417567, 0.0202237
604, 0.00000, 0.0704937, 0.0341415
605, 0.00000, 0.148161, 0.0717578
606, 0.00000, 0.249537, 0.12086
607, 0.00000, 0.298018, 0.144338
608, 0.00000, 0.24954, 0.120854
609, 0.00000, -0.0119147, -0.00577023
610, 0.00000, -0.240418, -0.116443
611, 0.00000, -0.399133, -0.193316
612, 0.00000, -0.502892, -0.243569
613, 0.00000, -0.565708, -0.273993
614, 0.00000, -0.56388, -0.273124
615, 0.00000, -0.475608, -0.230383
616, 0.00000, -0.315198, -0.152646
617, 0.00000, -0.118966, -0.0576198
618, 0.00000, 0.0774565, 0.0375161
619, 0.00000, 0.249959, 0.121063
620, 0.00000, 0.383476, 0.185724
621, 0.00000, 0.316409, 0.153236
622, 0.00000, 0.224188, 0.108575
623, 0.00000, 0.131268, 0.0635749
624, 0.00000, 0.0628009, 0.0304158
625, 0.00000, 0.037646, 0.0182328
626, 0.00000, 0.0377251, 0.0182711
627, 0.00000, 0.0417567, 0.0202237
628, 0.00000, 0.0704937, 0.0341415
629, 0.00000, 0.148161, 0.0717578
630, 0.00000, 0.249537, 0.12086
631, 0.00000, 0.298018, 0.144338
632, 0.00000, 0.24954, 0.120854
633, 0.00000, 0.0376698, 0.0182443
634, 0.00000, 0.0416889, 0.0201908
635, 0.00000, 0.0703002, 0.034048
636, 0.00000, 0.147304, 0.0713461
637, 0.00000, 0.247097, 0.119693
638, 0.00000, 0.294536, 0.142662
639, 0.00000, 0.247106, 0.119668
640, 0.00000, -0.0119149, -0.00576975
641, 0.00000, -0.240418, -0.116443
642, 0.00000, -0.399133, -0.193316
643, 0.00000, -0.502892, -0.243569
644, 0.00000, -0.565708, -0.273993
645, 0.00000, -0.562614, -0.2725
646, 0.00000, -0.47575, -0.230472
647, 0.00000, -0.315197, -0.152643
648, 0.00000, -0.118966, -0.0576198
649, 0.00000, 0.0774565, 0.0375161
650, 0.00000, 0.249959, 0.121063
651, 0.00000, 0.383476, 0.185724
652, 0.00000, 0.316409, 0.153236
653, 0.00000, 0.224188, 0.108575
654, 0.00000, 0.131268, 0.0635749
655, 0.00000, 0.0628009, 0.0304158
656, 0.00000, 0.037646, 0.0182328
657, 0.00000, 0.0377251, 0.0182711
658, 0.00000, 0.0417567, 0.0202237
659, 0.00000, 0.0704937, 0.0341415
660, 0.00000, 0.148161, 0.0717578
661, 0.00000, 0.249537, 0.12086
662, 0.00000, 0.298018, 0.144338
663, 0.00000, 0.24954, 0.120854
664, 0.00000, -0.0119147, -0.00577023
665, 0.00000, -0.240418, -0.116443
666, 0.00000, -0.399133, -0.193316
667, 0.00000, -0.502892, -0.243569
668, 0.00000, -0.565708, -0.273993
669, 0.00000, -0.565527, -0.273941
670, 0.00000, -0.476652, -0.230892
671, 0.00000, -0.315199, -0.152641
672, 0.00000, -0.118966, -0.0576198
673, 0.00000, 0.0774565, 0.0375161
674, 0.00000, 0.249959, 0.121063
