hour, t(sec), P1 (kW), Q1 (kvar)
680, 0.00000, 0.0752948, 0.0364666
681, 0.00000, 0.075453, 0.0365433
682, 0.00000, 0.0835168, 0.0404487
683, 0.00000, 0.140997, 0.0682869
684, 0.00000, 0.296364, 0.143532
685, 0.00000, 0.499195, 0.241767
686, 0.00000, 0.596207, 0.288745
687, 0.00000, 0.499199, 0.241758
688, 0.00000, 0.136475, 0.0660966
689, 0.00000, -0.1697, -0.0821959
690, 0.00000, -0.357127, -0.17298
691, 0.00000, -0.464847, -0.225156
692, 0.00000, -0.527684, -0.255594
693, 0.00000, -0.566491, -0.264098
694, 0.00000, -1.2921, -0.551982
695, 0.00000, -0.717212, -0.298326
696, 0.00000, -0.0377117, 0.000240988
697, 0.00000, 0.462125, 0.223825
698, 0.00000, 0.658698, 0.319011
699, 0.00000, 0.767237, 0.371563
700, 0.00000, 0.633011, 0.306552
701, 0.00000, 0.448472, 0.21719
702, 0.00000, 0.262568, 0.127164
703, 0.00000, 0.125609, 0.0608346
704, 0.00000, 0.0752948, 0.0364666
705, 0.00000, 0.075453, 0.0365433
706, 0.00000, 0.0835168, 0.0404487
707, 0.00000, 0.140997, 0.0682869
708, 0.00000, 0.296364, 0.143532
709, 0.00000, 0.499195, 0.241767
710, 0.00000, 0.596207, 0.288745
711, 0.00000, 0.499199, 0.241758
712, 0.00000, 0.150691, 0.0671187
713, 0.00000, 0.16677, 0.0742804
714, 0.00000, 0.281241, 0.125266
715, 0.00000, 0.58939, 0.262527
716, 0.00000, 0.988889, 0.440508
717, 0.00000, 1.17885, 0.525085
718, 0.00000, 0.988922, 0.440409
719, 0.00000, 0.136475, 0.0660966
720, 0.00000, -0.1697, -0.0821959
721, 0.00000, -0.357127, -0.17298
722, 0.00000, -0.464847, -0.225156
723, 0.00000, -0.527684, -0.255594
724, 0.00000, -0.559353, -0.261565
725, 0.00000, -0.922095, -0.372711
726, 0.00000, -0.717211, -0.29832
727, 0.00000, -0.0377117, 0.000240988
728, 0.00000, 0.462125, 0.223825
729, 0.00000, 0.658698, 0.319011
730, 0.00000, 0.767237, 0.371563
731, 0.00000, 0.633011, 0.306552
732, 0.00000, 0.448472, 0.21719
733, 0.00000, 0.262568, 0.127164
734, 0.00000, 0.125609, 0.0608346
735, 0.00000, 0.0752948, 0.0364666
736, 0.00000, 0.075453, 0.0365433
737, 0.00000, 0.0835168, 0.0404487
738, 0.00000, 0.140997, 0.0682869
739, 0.00000, 0.296364, 0.143532
740, 0.00000, 0.499195, 0.241767
741, 0.00000, 0.596207, 0.288745
742, 0.00000, 0.499199, 0.241758
743, 0.00000, 0.136475, 0.0660966
744, 0.00000, -0.1697, -0.0821959
745, 0.00000, -0.357127, -0.17298
746, 0.00000, -0.464847, -0.225156
747, 0.00000, -0.527684, -0.255594
748, 0.00000, -0.989889, -0.479568
749, 0.00000, -1.29494, -0.553203
750, 0.00000, -0.717215, -0.298312
751, 0.00000, -0.0377117, 0.000240988
752, 0.00000, 0.462125, 0.223825
753, 0.00000, 0.658698, 0.319011
754, 0.00000, 0.767237, 0.371563
755, 0.00000, 0.633011, 0.306552
756, 0.00000, 0.448472, 0.21719
757, 0.00000, 0.262568, 0.127164
758, 0.00000, 0.125609, 0.0608346
759, 0.00000, 0.0752948, 0.0364666
760, 0.00000, 0.075453, 0.0365433
761, 0.00000, 0.0835168, 0.0404487
762, 0.00000, 0.140997, 0.0682869
763, 0.00000, 0.296364, 0.143532
764, 0.00000, 0.499195, 0.241767
765, 0.00000, 0.596207, 0.288745
766, 0.00000, 0.499199, 0.241758
767, 0.00000, 0.136475, 0.0660966
768, 0.00000, -0.1697, -0.0821959
769, 0.00000, -0.357127, -0.17298
770, 0.00000, -0.464847, -0.225156
771, 0.00000, -0.527684, -0.255594
772, 0.00000, -0.566491, -0.264098
773, 0.00000, -1.2921, -0.551982
774, 0.00000, -0.717212, -0.298326
775, 0.00000, -0.0377117, 0.000240988
776, 0.00000, 0.462125, 0.223825
777, 0.00000, 0.658698, 0.319011
778, 0.00000, 0.767237, 0.371563
779, 0.00000, 0.633011, 0.306552
780, 0.00000, 0.448472, 0.21719
781, 0.00000, 0.262568, 0.127164
782, 0.00000, 0.125609, 0.0608346
783, 0.00000, 0.0752948, 0.0364666
784, 0.00000, 0.075453, 0.0365433
785, 0.00000, 0.0835168, 0.0404487
786, 0.00000, 0.140997, 0.0682869
787, 0.00000, 0.296364, 0.143532
788, 0.00000, 0.499195, 0.241767
789, 0.00000, 0.596207, 0.288745
790, 0.00000, 0.499199, 0.241758
791, 0.00000, 0.150691, 0.0671187
792, 0.00000, 0.16677, 0.0742804
793, 0.00000, 0.281241, 0.125266
794, 0.00000, 0.58939, 0.262527
795, 0.00000, 0.988889, 0.440508
796, 0.00000, 1.17885, 0.525085
797, 0.00000, 0.988922, 0.440409
798, 0.00000, 0.136475, 0.0660966
799, 0.00000, -0.1697, -0.0821959
800, 0.00000, -0.357127, -0.17298
801, 0.00000, -0.464847, -0.225156
802, 0.00000, -0.527684, -0.255594
803, 0.00000, -0.559353, -0.261565
804, 0.00000, -0.922095, -0.372711
805, 0.00000, -0.717211, -0.29832
806, 0.00000, -0.0377117, 0.000240988
807, 0.00000, 0.462125, 0.223825
808, 0.00000, 0.658698, 0.319011
809, 0.00000, 0.767237, 0.371563
810, 0.00000, 0.633011, 0.306552
811, 0.00000, 0.448472, 0.21719
812, 0.00000, 0.262568, 0.127164
813, 0.00000, 0.125609, 0.0608346
814, 0.00000, 0.0752948, 0.0364666
815, 0.00000, 0.075453, 0.0365433
816, 0.00000, 0.0835168, 0.0404487
817, 0.00000, 0.140997, 0.0682869
818, 0.00000, 0.296364, 0.143532
819, 0.00000, 0.499195, 0.241767
820, 0.00000, 0.596207, 0.288745
821, 0.00000, 0.499199, 0.241758
822, 0.00000, 0.136475, 0.0660966
823, 0.00000, -0.1697, -0.0821959
824, 0.00000, -0.357127, -0.17298
825, 0.00000, -0.464847, -0.225156
826, 0.00000, -0.527684, -0.255594
827, 0.00000, -0.989889, -0.479568
828, 0.00000, -1.29494, -0.553203
829, 0.00000, -0.717215, -0.298312
830, 0.00000, -0.0377117, 0.000240988
831, 0.00000, 0.462125, 0.223825
832, 0.00000, 0.658698, 0.319011
833, 0.00000, 0.767237, 0.371563
834, 0.00000, 0.633011, 0.306552
835, 0.00000, 0.448472, 0.21719
836, 0.00000, 0.262568, 0.127164
837, 0.00000, 0.125609, 0.0608346
838, 0.00000, 0.0752948, 0.0364666
839, 0.00000, 0.075453, 0.0365433
840, 0.00000, 0.0835168, 0.0404487
841, 0.00000, 0.140997, 0.0682869
842, 0.00000, 0.296364, 0.143532
843, 0.00000, 0.499195, 0.241767
844, 0.00000, 0.596207, 0.288745
845, 0.00000, 0.499199, 0.241758
846, 0.00000, 0.136475, 0.0660966
847, 0.00000, -0.1697, -0.0821959
848, 0.00000, -0.357127, -0.17298
849, 0.00000, -0.464847, -0.225156
850, 0.00000, -0.527684, -0.255594
851, 0.00000, -0.566491, -0.264098
852, 0.00000, -1.2921, -0.551982
853, 0.00000, -0.717212, -0.298326
854, 0.00000, -0.0377117, 0.000240988
855, 0.00000, 0.462125, 0.223825
856, 0.00000, 0.658698, 0.319011
857, 0.00000, 0.767237, 0.371563
858, 0.00000, 0.633011, 0.306552
859, 0.00000, 0.448472, 0.21719
860, 0.00000, 0.262568, 0.127164
861, 0.00000, 0.125609, 0.0608346
862, 0.00000, 0.0752948, 0.0364666
863, 0.00000, 0.075453, 0.0365433
864, 0.00000, 0.0835168, 0.0404487
865, 0.00000, 0.140997, 0.0682869
866, 0.00000, 0.296364, 0.143532
867, 0.00000, 0.499195, 0.241767
868, 0.00000, 0.596207, 0.288745
869, 0.00000, 0.499199, 0.241758
870, 0.00000, 0.150691, 0.0671187
871, 0.00000, 0.16677, 0.0742804
872, 0.00000, 0.281241, 0.125266
873, 0.00000, 0.58939, 0.262527
874, 0.00000, 0.988889, 0.440508
875, 0.00000, 1.17885, 0.525085
876, 0.00000, 0.988922, 0.440409
877, 0.00000, 0.136475, 0.0660966
878, 0.00000, -0.1697, -0.0821959
879, 0.00000, -0.357127, -0.17298
880, 0.00000, -0.464847, -0.225156
881, 0.00000, -0.527684, -0.255594
882, 0.00000, -0.559353, -0.261565
883, 0.00000, -0.922095, -0.372711
884, 0.00000, -0.717211, -0.29832
885, 0.00000, -0.0377117, 0.000240988
886, 0.00000, 0.462125, 0.223825
887, 0.00000, 0.658698, 0.319011
888, 0.00000, 0.767237, 0.371563
889, 0.00000, 0.633011, 0.306552
890, 0.00000, 0.448472, 0.21719
891, 0.00000, 0.262568, 0.127164
892, 0.00000, 0.125609, 0.0608346
893, 0.00000, 0.0752948, 0.0364666
894, 0.00000, 0.075453, 0.0365433
895, 0.00000, 0.0835168, 0.0404487
896, 0.00000, 0.140997, 0.0682869
897, 0.00000, 0.296364, 0.143532
898, 0.00000, 0.499195, 0.241767
899, 0.00000, 0.596207, 0.288745
900, 0.00000, 0.499199, 0.241758
901, 0.00000, 0.136475, 0.0660966
902, 0.00000, -0.1697, -0.0821959
903, 0.00000, -0.357127, -0.17298
904, 0.00000, -0.464847, -0.225156
905, 0.00000, -0.527684, -0.255594
906, 0.00000, -0.989889, -0.479568
907, 0.00000, -1.29494, -0.553203
908, 0.00000, -0.717215, -0.298312
909, 0.00000, -0.0377117, 0.000240988
910, 0.00000, 0.462125, 0.223825
911, 0.00000, 0.658698, 0.319011
912, 0.00000, 0.767237, 0.371563
913, 0.00000, 0.633011, 0.306552
914, 0.00000, 0.448472, 0.21719
915, 0.00000, 0.262568, 0.127164
916, 0.00000, 0.125609, 0.0608346
917, 0.00000, 0.0752948, 0.0364666
918, 0.00000, 0.075453, 0.0365433
919, 0.00000, 0.0835168, 0.0404487
920, 0.00000, 0.140997, 0.0682869
921, 0.00000, 0.296364, 0.143532
922, 0.00000, 0.499195, 0.241767
923, 0.00000, 0.596207, 0.288745
924, 0.00000, 0.499199, 0.241758
925, 0.00000, 0.136475, 0.0660966
926, 0.00000, -0.1697, -0.0821959
927, 0.00000, -0.357127, -0.17298
928, 0.00000, -0.464847, -0.225156
929, 0.00000, -0.527684, -0.255594
930, 0.00000, -0.566491, -0.264098
931, 0.00000, -1.2921, -0.551982
932, 0.00000, -0.717212, -0.298326
933, 0.00000, -0.0377117, 0.000240988
934, 0.00000, 0.462125, 0.223825
935, 0.00000, 0.658698, 0.319011
936, 0.00000, 0.767237, 0.371563
937, 0.00000, 0.633011, 0.306552
938, 0.00000, 0.448472, 0.21719
939, 0.00000, 0.262568, 0.127164
940, 0.00000, 0.125609, 0.0608346
941, 0.00000, 0.0752948, 0.0364666
942, 0.00000, 0.075453, 0.0365433
943, 0.00000, 0.0835168, 0.0404487
944, 0.00000, 0.140997, 0.0682869
945, 0.00000, 0.296364, 0.143532
946, 0.00000, 0.499195, 0.241767
947, 0.00000, 0.596207, 0.288745
948, 0.00000, 0.499199, 0.241758
949, 0.00000, 0.150691, 0.0671187
950, 0.00000, 0.16677, 0.0742804
951, 0.00000, 0.281241, 0.125266
952, 0.00000, 0.58939, 0.262527
953, 0.00000, 0.988889, 0.440508
954, 0.00000, 1.17885, 0.525085
955, 0.00000, 0.988922, 0.440409
956, 0.00000, 0.136475, 0.0660966
957, 0.00000, -0.1697, -0.0821959
958, 0.00000, -0.357127, -0.17298
959, 0.00000, -0.464847, -0.225156
960, 0.00000, -0.527684, -0.255594
961, 0.00000, -0.559353, -0.261565
962, 0.00000, -0.922095, -0.372711
963, 0.00000, -0.717211, -0.29832
964, 0.00000, -0.0377117, 0.000240988
965, 0.00000, 0.462125, 0.223825
966, 0.00000, 0.658698, 0.319011
967, 0.00000, 0.767237, 0.371563
968, 0.00000, 0.633011, 0.306552
969, 0.00000, 0.448472, 0.21719
970, 0.00000, 0.262568, 0.127164
971, 0.00000, 0.125609, 0.0608346
972, 0.00000, 0.0752948, 0.0364666
973, 0.00000, 0.075453, 0.0365433
974, 0.00000, 0.0835168, 0.0404487
975, 0.00000, 0.140997, 0.0682869
976, 0.00000, 0.296364, 0.143532
977, 0.00000, 0.499195, 0.241767
978, 0.00000, 0.596207, 0.288745
979, 0.00000, 0.499199, 0.241758
980, 0.00000, 0.136475, 0.0660966
981, 0.00000, -0.1697, -0.0821959
982, 0.00000, -0.357127, -0.17298
983, 0.00000, -0.464847, -0.225156
984, 0.00000, -0.527684, -0.255594
985, 0.00000, -0.989889, -0.479568
986, 0.00000, -1.29494, -0.553203
987, 0.00000, -0.717215, -0.298312
988, 0.00000, -0.0377117, 0.000240988
989, 0.00000, 0.462125, 0.223825
990, 0.00000, 0.658698, 0.319011
991, 0.00000, 0.767237, 0.371563
992, 0.00000, 0.633011, 0.306552
993, 0.00000, 0.448472, 0.21719
994, 0.00000, 0.262568, 0.127164
995, 0.00000, 0.125609, 0.0608346
996, 0.00000, 0.0752948, 0.0364666
997, 0.00000, 0.075453, 0.0365433
998, 0.00000, 0.0835168, 0.0404487
999, 0.00000, 0.140997, 0.0682869
1000, 0.00000, 0.296364, 0.143532
1001, 0.00000, 0.499195, 0.241767
1002, 0.00000, 0.596207, 0.288745
1003, 0.00000, 0.499199, 0.241758
1004, 0.00000, 0.136475, 0.0660966
1005, 0.00000, -0.1697, -0.0821959
1006, 0.00000, -0.357127, -0.17298
1007, 0.00000, -0.464847, -0.225156
1008, 0.00000, -0.527684, -0.255594
1009, 0.00000, -0.566491, -0.264098
1010, 0.00000, -1.2921, -0.551982
1011, 0.00000, -0.717212, -0.298326
1012, 0.00000, -0.0377117, 0.000240988
1013, 0.00000, 0.462125, 0.223825
1014, 0.00000, 0.658698, 0.319011
1015, 0.00000, 0.767237, 0.371563
1016, 0.00000, 0.633011, 0.306552
1017, 0.00000, 0.448472, 0.21719
1018, 0.00000, 0.262568, 0.127164
1019, 0.00000, 0.125609, 0.0608346
1020, 0.00000, 0.0752948, 0.0364666
1021, 0.00000, 0.075453, 0.0365433
1022, 0.00000, 0.0835168, 0.0404487
1023, 0.00000, 0.140997, 0.0682869
1024, 0.00000, 0.296364, 0.143532
1025, 0.00000, 0.499195, 0.241767
1026, 0.00000, 0.596207, 0.288745
1027, 0.00000, 0.499199, 0.241758
1028, 0.00000, 0.150691, 0.0671187
1029, 0.00000, 0.16677, 0.0742804
1030, 0.00000, 0.281241, 0.125266
1031, 0.00000, 0.58939, 0.262527
1032, 0.00000, 0.988889, 0.440508
1033, 0.00000, 1.17885, 0.525085
1034, 0.00000, 0.988922, 0.440409
1035, 0.00000, 0.136475, 0.0660966
1036, 0.00000, -0.1697, -0.0821959
1037, 0.00000, -0.357127, -0.17298
1038, 0.00000, -0.464847, -0.225156
1039, 0.00000, -0.527684, -0.255594
1040, 0.00000, -0.559353, -0.261565
1041, 0.00000, -0.922095, -0.372711
1042, 0.00000, -0.717211, -0.29832
1043, 0.00000, -0.0377117, 0.000240988
1044, 0.00000, 0.462125, 0.223825
1045, 0.00000, 0.658698, 0.319011
1046, 0.00000, 0.767237, 0.371563
1047, 0.00000, 0.633011, 0.306552
1048, 0.00000, 0.448472, 0.21719
1049, 0.00000, 0.262568, 0.127164
1050, 0.00000, 0.125609, 0.0608346
1051, 0.00000, 0.0752948, 0.0364666
1052, 0.00000, 0.075453, 0.0365433
1053, 0.00000, 0.0835168, 0.0404487
1054, 0.00000, 0.140997, 0.0682869
1055, 0.00000, 0.296364, 0.143532
1056, 0.00000, 0.499195, 0.241767
1057, 0.00000, 0.596207, 0.288745
1058, 0.00000, 0.499199, 0.241758
1059, 0.00000, 0.136475, 0.0660966
1060, 0.00000, -0.1697, -0.0821959
1061, 0.00000, -0.357127, -0.17298
1062, 0.00000, -0.464847, -0.225156
1063, 0.00000, -0.527684, -0.255594
1064, 0.00000, -0.989889, -0.479568
1065, 0.00000, -1.29494, -0.553203
1066, 0.00000, -0.717215, -0.298312
1067, 0.00000, -0.0377117, 0.000240988
1068, 0.00000, 0.462125, 0.223825
1069, 0.00000, 0.658698, 0.319011
1070, 0.00000, 0.767237, 0.371563
1071, 0.00000, 0.633011, 0.306552
1072, 0.00000, 0.448472, 0.21719
1073, 0.00000, 0.262568, 0.127164
1074, 0.00000, 0.125609, 0.0608346
1075, 0.00000, 0.0752948, 0.0364666
1076, 0.00000, 0.075453, 0.0365433
1077, 0.00000, 0.0835168, 0.0404487
1078, 0.00000, 0.140997, 0.0682869
1079, 0.00000, 0.296364, 0.143532
1080, 0.00000, 0.499195, 0.241767
1081, 0.00000, 0.596207, 0.288745
1082, 0.00000, 0.499199, 0.241758
1083, 0.00000, 0.136475, 0.0660966
1084, 0.00000, -0.1697, -0.0821959
1085, 0.00000, -0.357127, -0.17298
1086, 0.00000, -0.464847, -0.225156
1087, 0.00000, -0.527684, -0.255594
1088, 0.00000, -0.566491, -0.264098
1089, 0.00000, -1.2921, -0.551982
1090, 0.00000, -0.717212, -0.298326
1091, 0.00000, -0.0377117, 0.000240988
1092, 0.00000, 0.462125, 0.223825
1093, 0.00000, 0.658698, 0.319011
1094, 0.00000, 0.767237, 0.371563
1095, 0.00000, 0.633011, 0.306552
1096, 0.00000, 0.448472, 0.21719
1097, 0.00000, 0.262568, 0.127164
1098, 0.00000, 0.125609, 0.0608346
1099, 0.00000, 0.0752948, 0.0364666
1100, 0.00000, 0.075453, 0.0365433
1101, 0.00000, 0.0835168, 0.0404487
1102, 0.00000, 0.140997, 0.0682869
1103, 0.00000, 0.296364, 0.143532
1104, 0.00000, 0.499195, 0.241767
1105, 0.00000, 0.596207, 0.288745
1106, 0.00000, 0.499199, 0.241758
1107, 0.00000, 0.150691, 0.0671187
1108, 0.00000, 0.16677, 0.0742804
1109, 0.00000, 0.281241, 0.125266
1110, 0.00000, 0.58939, 0.262527
1111, 0.00000, 0.988889, 0.440508
1112, 0.00000, 1.17885, 0.525085
1113, 0.00000, 0.988922, 0.440409
1114, 0.00000, 0.136475, 0.0660966
1115, 0.00000, -0.1697, -0.0821959
1116, 0.00000, -0.357127, -0.17298
1117, 0.00000, -0.464847, -0.225156
1118, 0.00000, -0.527684, -0.255594
1119, 0.00000, -0.559353, -0.261565
1120, 0.00000, -0.922095, -0.372711
1121, 0.00000, -0.717211, -0.29832
1122, 0.00000, -0.0377117, 0.000240988
1123, 0.00000, 0.462125, 0.223825
1124, 0.00000, 0.658698, 0.319011
1125, 0.00000, 0.767237, 0.371563
1126, 0.00000, 0.633011, 0.306552
1127, 0.00000, 0.448472, 0.21719
1128, 0.00000, 0.262568, 0.127164
1129, 0.00000, 0.125609, 0.0608346
1130, 0.00000, 0.0752948, 0.0364666
1131, 0.00000, 0.075453, 0.0365433
1132, 0.00000, 0.0835168, 0.0404487
1133, 0.00000, 0.140997, 0.0682869
1134, 0.00000, 0.296364, 0.143532
1135, 0.00000, 0.499195, 0.241767
1136, 0.00000, 0.596207, 0.288745
1137, 0.00000, 0.499199, 0.241758
1138, 0.00000, 0.136475, 0.0660966
1139, 0.00000, -0.1697, -0.0821959
1140, 0.00000, -0.357127, -0.17298
1141, 0.00000, -0.464847, -0.225156
1142, 0.00000, -0.527684, -0.255594
1143, 0.00000, -0.989889, -0.479568
1144, 0.00000, -1.29494, -0.553203
1145, 0.00000, -0.717215, -0.298312
1146, 0.00000, -0.0377117, 0.000240988
1147, 0.00000, 0.462125, 0.223825
1148, 0.00000, 0.658698, 0.319011
1149, 0.00000, 0.767237, 0.371563
1150, 0.00000, 0.633011, 0.306552
1151, 0.00000, 0.448472, 0.21719
1152, 0.00000, 0.262568, 0.127164
1153, 0.00000, 0.125609, 0.0608346
1154, 0.00000, 0.0752948, 0.0364666
1155, 0.00000, 0.075453, 0.0365433
1156, 0.00000, 0.0835168, 0.0404487
1157, 0.00000, 0.140997, 0.0682869
1158, 0.00000, 0.296364, 0.143532
1159, 0.00000, 0.499195, 0.241767
1160, 0.00000, 0.596207, 0.288745
1161, 0.00000, 0.499199, 0.241758
1162, 0.00000, 0.136475, 0.0660966
1163, 0.00000, -0.1697, -0.0821959
1164, 0.00000, -0.357127, -0.17298
1165, 0.00000, -0.464847, -0.225156
1166, 0.00000, -0.527684, -0.255594
1167, 0.00000, -0.566491, -0.264098
1168, 0.00000, -1.2921, -0.551982
1169, 0.00000, -0.717212, -0.298326
1170, 0.00000, -0.0377117, 0.000240988
1171, 0.00000, 0.462125, 0.223825
1172, 0.00000, 0.658698, 0.319011
1173, 0.00000, 0.767237, 0.371563
1174, 0.00000, 0.633011, 0.306552
1175, 0.00000, 0.448472, 0.21719
1176, 0.00000, 0.262568, 0.127164
1177, 0.00000, 0.125609, 0.0608346
1178, 0.00000, 0.0752948, 0.0364666
1179, 0.00000, 0.075453, 0.0365433
1180, 0.00000, 0.0835168, 0.0404487
1181, 0.00000, 0.140997, 0.0682869
1182, 0.00000, 0.296364, 0.143532
1183, 0.00000, 0.499195, 0.241767
1184, 0.00000, 0.596207, 0.288745
1185, 0.00000, 0.499199, 0.241758
1186, 0.00000, 0.150691, 0.0671187
1187, 0.00000, 0.16677, 0.0742804
1188, 0.00000, 0.281241, 0.125266
1189, 0.00000, 0.58939, 0.262527
1190, 0.00000, 0.988889, 0.440508
1191, 0.00000, 1.17885, 0.525085
1192, 0.00000, 0.988922, 0.440409
1193, 0.00000, 0.136475, 0.0660966
1194, 0.00000, -0.1697, -0.0821959
1195, 0.00000, -0.357127, -0.17298
1196, 0.00000, -0.464847, -0.225156
1197, 0.00000, -0.527684, -0.255594
1198, 0.00000, -0.559353, -0.261565
1199, 0.00000, -0.922095, -0.372711
1200, 0.00000, -0.717211, -0.29832
1201, 0.00000, -0.0377117, 0.000240988
1202, 0.00000, 0.462125, 0.223825
1203, 0.00000, 0.658698, 0.319011
1204, 0.00000, 0.767237, 0.371563
1205, 0.00000, 0.633011, 0.306552
1206, 0.00000, 0.448472, 0.21719
1207, 0.00000, 0.262568, 0.127164
1208, 0.00000, 0.125609, 0.0608346
1209, 0.00000, 0.0752948, 0.0364666
1210, 0.00000, 0.075453, 0.0365433
1211, 0.00000, 0.0835168, 0.0404487
1212, 0.00000, 0.140997, 0.0682869
1213, 0.00000, 0.296364, 0.143532
1214, 0.00000, 0.499195, 0.241767
1215, 0.00000, 0.596207, 0.288745
1216, 0.00000, 0.499199, 0.241758
1217, 0.00000, 0.136475, 0.0660966
1218, 0.00000, -0.1697, -0.0821959
1219, 0.00000, -0.357127, -0.17298
1220, 0.00000, -0.464847, -0.225156
1221, 0.00000, -0.527684, -0.255594
1222, 0.00000, -0.989889, -0.479568
1223, 0.00000, -1.29494, -0.553203
1224, 0.00000, -0.717215, -0.298312
1225, 0.00000, -0.0377117, 0.000240988
1226, 0.00000, 0.462125, 0.223825
1227, 0.00000, 0.658698, 0.319011
1228, 0.00000, 0.767237, 0.371563
1229, 0.00000, 0.633011, 0.306552
1230, 0.00000, 0.448472, 0.21719
1231, 0.00000, 0.262568, 0.127164
1232, 0.00000, 0.125609, 0.0608346
1233, 0.00000, 0.0752948, 0.0364666
1234, 0.00000, 0.075453, 0.0365433
1235, 0.00000, 0.0835168, 0.0404487
1236, 0.00000, 0.140997, 0.0682869
1237, 0.00000, 0.296364, 0.143532
1238, 0.00000, 0.499195, 0.241767
1239, 0.00000, 0.596207, 0.288745
1240, 0.00000, 0.499199, 0.241758
1241, 0.00000, 0.136475, 0.0660966
1242, 0.00000, -0.1697, -0.0821959
1243, 0.00000, -0.357127, -0.17298
1244, 0.00000, -0.464847, -0.225156
1245, 0.00000, -0.527684, -0.255594
1246, 0.00000, -0.566491, -0.264098
1247, 0.00000, -1.2921, -0.551982
1248, 0.00000, -0.717212, -0.298326
1249, 0.00000, -0.0377117, 0.000240988
1250, 0.00000, 0.462125, 0.223825
1251, 0.00000, 0.658698, 0.319011
1252, 0.00000, 0.767237, 0.371563
1253, 0.00000, 0.633011, 0.306552
1254, 0.00000, 0.448472, 0.21719
1255, 0.00000, 0.262568, 0.127164
1256, 0.00000, 0.125609, 0.0608346
1257, 0.00000, 0.0752948, 0.0364666
1258, 0.00000, 0.075453, 0.0365433
1259, 0.00000, 0.0835168, 0.0404487
1260, 0.00000, 0.140997, 0.0682869
1261, 0.00000, 0.296364, 0.143532
1262, 0.00000, 0.499195, 0.241767
1263, 0.00000, 0.596207, 0.288745
1264, 0.00000, 0.499199, 0.241758
1265, 0.00000, 0.150691, 0.0671187
1266, 0.00000, 0.16677, 0.0742804
1267, 0.00000, 0.281241, 0.125266
1268, 0.00000, 0.58939, 0.262527
1269, 0.00000, 0.988889, 0.440508
1270, 0.00000, 1.17885, 0.525085
1271, 0.00000, 0.988922, 0.440409
1272, 0.00000, 0.136475, 0.0660966
1273, 0.00000, -0.1697, -0.0821959
1274, 0.00000, -0.357127, -0.17298
1275, 0.00000, -0.464847, -0.225156
1276, 0.00000, -0.527684, -0.255594
1277, 0.00000, -0.559353, -0.261565
1278, 0.00000, -0.922095, -0.372711
1279, 0.00000, -0.717211, -0.29832
1280, 0.00000, -0.0377117, 0.000240988
1281, 0.00000, 0.462125, 0.223825
1282, 0.00000, 0.658698, 0.319011
1283, 0.00000, 0.767237, 0.371563
1284, 0.00000, 0.633011, 0.306552
1285, 0.00000, 0.448472, 0.21719
1286, 0.00000, 0.262568, 0.127164
1287, 0.00000, 0.125609, 0.0608346
1288, 0.00000, 0.0752948, 0.0364666
1289, 0.00000, 0.075453, 0.0365433
1290, 0.00000, 0.0835168, 0.0404487
1291, 0.00000, 0.140997, 0.0682869
1292, 0.00000, 0.296364, 0.143532
1293, 0.00000, 0.499195, 0.241767
1294, 0.00000, 0.596207, 0.288745
1295, 0.00000, 0.499199, 0.241758
1296, 0.00000, 0.136475, 0.0660966
1297, 0.00000, -0.1697, -0.0821959
1298, 0.00000, -0.357127, -0.17298
1299, 0.00000, -0.464847, -0.225156
1300, 0.00000, -0.527684, -0.255594
1301, 0.00000, -0.989889, -0.479568
1302, 0.00000, -1.29494, -0.553203
1303, 0.00000, -0.717215, -0.298312
1304, 0.00000, -0.0377117, 0.000240988
1305, 0.00000, 0.462125, 0.223825
1306, 0.00000, 0.658698, 0.319011
1307, 0.00000, 0.767237, 0.371563
1308, 0.00000, 0.633011, 0.306552
1309, 0.00000, 0.448472, 0.21719
1310, 0.00000, 0.262568, 0.127164
1311, 0.00000, 0.125609, 0.0608346
1312, 0.00000, 0.0752948, 0.0364666
1313, 0.00000, 0.075453, 0.0365433
1314, 0.00000, 0.0835168, 0.0404487
1315, 0.00000, 0.140997, 0.0682869
1316, 0.00000, 0.296364, 0.143532
1317, 0.00000, 0.499195, 0.241767
1318, 0.00000, 0.596207, 0.288745
1319, 0.00000, 0.499199, 0.241758
1320, 0.00000, 0.136475, 0.0660966
1321, 0.00000, -0.1697, -0.0821959
1322, 0.00000, -0.357127, -0.17298
1323, 0.00000, -0.464847, -0.225156
1324, 0.00000, -0.527684, -0.255594
1325, 0.00000, -0.566491, -0.264098
1326, 0.00000, -1.2921, -0.551982
1327, 0.00000, -0.717212, -0.298326
1328, 0.00000, -0.0377117, 0.000240988
1329, 0.00000, 0.462125, 0.223825
1330, 0.00000, 0.658698, 0.319011
1331, 0.00000, 0.767237, 0.371563
1332, 0.00000, 0.633011, 0.306552
1333, 0.00000, 0.448472, 0.21719
1334, 0.00000, 0.262568, 0.127164
1335, 0.00000, 0.125609, 0.0608346
1336, 0.00000, 0.0752948, 0.0364666
1337, 0.00000, 0.075453, 0.0365433
1338, 0.00000, 0.0835168, 0.0404487
1339, 0.00000, 0.140997, 0.0682869
1340, 0.00000, 0.296364, 0.143532
1341, 0.00000, 0.499195, 0.241767
1342, 0.00000, 0.596207, 0.288745
1343, 0.00000, 0.499199, 0.241758
1344, 0.00000, 0.150691, 0.0671187
1345, 0.00000, 0.16677, 0.0742804
